label,lat,lon,precision,place
Aleut_(European-Mixed),53.87,-166.54,ethnic,"Unalaska, Aleutian Islands, Alaska, USA"
Algeria_N,36.2,4.5,country,Northern Algeria
Algeria_Roman_Empire-Late_Antiquity_Sitifis,36.19,5.41,site,"Sitifis (Setif), Algeria"
Algeria_Roman_Empire_Sitifis,36.19,5.41,site,"Sitifis (Setif), Algeria"
Algerian_Arab,36.75,3.06,country,"Algiers, Algeria"
Algerian_Arab-Berber,36.2,2.8,country,northern Algeria
Algerian_Arab_Algiers,36.75,3.06,site,"Algiers, Algeria"
Algerian_Jew,36.75,3.06,ethnic,"Algiers, Algeria"
Algonquin_(European-Mixed),46.8,-77.0,ethnic,"Ottawa Valley, Quebec/Ontario, Canada"
Alor,-8.25,124.6,district,"Alor Island, Indonesia"
Alsatian_Bas-Rhin,48.58,7.75,district,"Strasbourg, Bas-Rhin, France"
Alsatian_Haut-Rhin,48.08,7.36,district,"Colmar, Haut-Rhin, France"
Altai-Kizhi,50.75,86.15,ethnic,"Ongudai, southern Altai Republic, Russia"
Altai_EBA_Afanasievo,51.5,86.0,region,"Altai Mountains, Russia"
Altai_Early_Medieval_Kytmanovo,53.46,85.45,site,"Kytmanovo, Altai Krai, Russia"
Altai_Eneolithic_Bol'shoy_Mys_Kostenkova_Izbushka,52.45,84.95,guess,"Bolshoy Mys, Lake Itkul, Altai Krai, Russia"
Altai_MLBA_Andronovo_Kytmanovo,53.46,85.45,site,"Kytmanovo, Altai Krai, Russia"
Altai_N-Eneolithic_Bol'shoy_Mys_Itkul,52.45,84.95,site,"Bolshoy Mys, Lake Itkul, Altai Krai, Russia"
Altai_N_Chumysh-Perekat,53.3,85.2,guess,"Chumysh river, Altai Krai, Russia"
Altai_N_Firsovo,53.25,83.95,site,"Firsovo, Altai Krai, Russia"
Altai_N_Kuznetsk-Altai_Ust-Isha,52.3,86.2,site,"Ust-Isha, Altai Krai, Russia"
Altai_N_Nizhnetytkesken,51.4,85.9,site,"Nizhnetytkesken cave, Altai Republic, Russia"
Altai_N_Novoaltaysk-Razvilka,53.41,83.94,site,"Novoaltaysk, Altai Krai, Russia"
Altai_N_Tuzovskie_Bugry,53.0,84.5,guess,"Tuzovskie Bugry, Altai Krai, Russia"
Altai_N_Ust-Isha,52.3,86.2,site,"Ust-Isha, Altai Krai, Russia"
Altai_UP_Denisova,51.4,84.68,site,"Denisova Cave, Altai Krai, Russia"
Altaian,51.96,85.96,ethnic,"Gorno-Altaysk, Altai Republic, Russia"
Alur,2.48,31.09,ethnic,"Nebbi, northwestern Uganda"
Amerindian_North,45.0,-100.0,guess,"Northern Great Plains, North America"
Amhara,11.6,37.4,ethnic,"Bahir Dar, Amhara, Ethiopia"
Ami,23.8,121.5,ethnic,"Hualien, eastern Taiwan"
Amur_IA_Oktyabr'skoe,50.7,128.3,guess,"Oktyabrsky district, Amur Oblast, Russia"
Anakalangu,-9.6,119.5,district,"Anakalang, Sumba, Indonesia"
Anatolia_Achaemenid-Hellenistic_Halicarnassus,37.04,27.43,site,"Halicarnassus (Bodrum), Turkey"
Anatolia_Archaic-Achaemenid_Degirmendere,38.11,27.14,site,"Degirmendere (Kolophon), Izmir, Turkey"
Anatolia_CA_Kuriki_Hoyuk,37.8,41.4,site,"Kuriki Hoyuk, Batman, Turkey"
Anatolia_Classical-Achaemenid_Halicarnassus,37.04,27.43,site,"Halicarnassus (Bodrum), Turkey"
Anatolia_EBA_Amasya,40.65,35.83,site,"Amasya, Turkey"
Anatolia_EBA_Arslantepe,38.38,38.36,site,"Arslantepe, Malatya, Turkey"
Anatolia_EBA_Isparta,37.76,30.55,district,"Isparta, Turkey"
Anatolia_EBA_Izmir_Yassitepe,38.46,27.2,site,"Yassitepe, Izmir, Turkey"
Anatolia_EBA_Ovaoren,38.95,34.6,site,"Ovaoren, Nevsehir, Turkey"
Anatolia_ECA_Buyukkaya,40.02,34.62,site,"Buyukkaya, Bogazkoy, Corum, Turkey"
Anatolia_Early-High_Medieval_Stratonikeia,37.31,28.06,site,"Stratonikeia, Mugla, Turkey"
Anatolia_Early_Medieval_(Byzantine)_Ilipinar,40.47,29.3,site,"Ilipinar, Bursa, Turkey"
Anatolia_Early_Medieval_(Byzantine)_Nicaea,40.43,29.72,site,"Nicaea (Iznik), Turkey"
Anatolia_Early_Medieval_(Byzantine)_Samantas,40.4,29.5,guess,"Samantas, Bithynia, Turkey"
Anatolia_Early_Medieval_(Byzantine)_Zeytinliada,40.4,27.8,site,"Zeytinliada, Erdek, Balikesir, Turkey"
Anatolia_Early_Modern_Capalibag,39.4,28.0,guess,"Capalibag, western Anatolia, Turkey"
Anatolia_Early_Modern_Kaman-Kalehoyuk,39.36,33.75,site,"Kaman-Kalehoyuk, Kirsehir, Turkey"
Anatolia_Early_Modern_Nicaea,40.43,29.72,site,"Nicaea (Iznik), Turkey"
Anatolia_Early_Modern_Zeytinliada,40.4,27.8,site,"Zeytinliada, Erdek, Balikesir, Turkey"
Anatolia_Hellenistic-Roman_Empire_Gordion,39.65,31.99,site,"Gordion, Ankara, Turkey"
Anatolia_Hellenistic-Roman_Republic_Ephesus,37.94,27.34,site,"Ephesus, Izmir, Turkey"
Anatolia_Hellenistic-Roman_Republic_Gordion,39.65,31.99,site,"Gordion, Ankara, Turkey"
Anatolia_Hellenistic-Roman_Republic_Halicarnassus,37.04,27.43,site,"Halicarnassus (Bodrum), Turkey"
Anatolia_Hellenistic-Roman_Republic_Kaman-Kalehoyuk,39.36,33.75,site,"Kaman-Kalehoyuk, Kirsehir, Turkey"
Anatolia_Hellenistic-Roman_Republic_Samsun,41.29,36.33,site,"Samsun, Turkey"
Anatolia_High_Medieval-Late_Modern_Bogazkoy,40.02,34.62,site,"Bogazkoy, Corum, Turkey"
Anatolia_High_Medieval_Stratonikeia,37.31,28.06,site,"Stratonikeia, Mugla, Turkey"
Anatolia_IA_Gordion,39.65,31.99,site,"Gordion, Ankara, Turkey"
Anatolia_LCA-EBA_Ulucak,38.45,27.35,site,"Ulucak Hoyuk, Izmir, Turkey"
Anatolia_LCA_Arslantepe,38.38,38.36,site,"Arslantepe, Malatya, Turkey"
Anatolia_LCA_Barcin,40.27,29.6,site,"Barcin Hoyuk, Bursa, Turkey"
Anatolia_LCA_Camlibel_Tarlasi,40.05,34.55,site,"Camlibel Tarlasi, Corum, Turkey"
Anatolia_LCA_Ikiztepe,41.65,35.88,site,"Ikiztepe, Samsun, Turkey"
Anatolia_LCA_Ilipinar,40.47,29.3,site,"Ilipinar, Bursa, Turkey"
Anatolia_LN_Kumtepe,39.98,26.23,site,"Kumtepe, Canakkale, Turkey"
Anatolia_Late_Antiquity-Early_Medieval_(Byzantine)_Nicaea,40.43,29.72,site,"Nicaea (Iznik), Turkey"
Anatolia_Late_Antiquity-Early_Medieval_(Byzantine)_Zeytinliada,40.4,27.8,site,"Zeytinliada, Erdek, Balikesir, Turkey"
Anatolia_Late_Antiquity_(Roman_Empire-Byzantine)_Nicaea,40.43,29.72,site,"Nicaea (Iznik), Turkey"
Anatolia_Late_Antiquity_Bogazkoy,40.02,34.62,site,"Bogazkoy, Corum, Turkey"
Anatolia_Late_Antiquity_Samsun,41.29,36.33,site,"Samsun, Turkey"
Anatolia_Late_Medieval-Early_Modern_Capalibag,39.4,28.0,guess,"Capalibag, western Anatolia, Turkey"
Anatolia_Late_Medieval_Capalibag,39.4,28.0,guess,"Capalibag, western Anatolia, Turkey"
Anatolia_MBA_Cine-Tepecik,37.6,27.95,site,"Cine-Tepecik, Aydin, Turkey"
Anatolia_MBA_Izmir_Yassitepe,38.46,27.2,site,"Yassitepe, Izmir, Turkey"
Anatolia_MLBA_Kaman-Kalehoyuk,39.36,33.75,site,"Kaman-Kalehoyuk, Kirsehir, Turkey"
Anatolia_Mesolithic_Pinarbasi,37.5,33.05,site,"Pinarbasi, Konya, Turkey"
Anatolia_N_Aceramic_Asikli_Hoyuk,38.35,34.23,site,"Asikli Hoyuk, Aksaray, Turkey"
Anatolia_N_Aceramic_Boncuklu,37.77,32.85,site,"Boncuklu Hoyuk, Konya, Turkey"
Anatolia_N_Aceramic_Musular,38.35,34.22,site,"Musular, Aksaray, Turkey"
Anatolia_N_Ceramic_Aktopraklik,40.2,28.75,site,"Aktopraklik, Bursa, Turkey"
Anatolia_N_Ceramic_Barcin,40.27,29.6,site,"Barcin Hoyuk, Bursa, Turkey"
Anatolia_N_Ceramic_Catalhoyuk,37.67,32.83,site,"Catalhoyuk, Konya, Turkey"
Anatolia_N_Ceramic_Ilipinar,40.47,29.3,site,"Ilipinar, Bursa, Turkey"
Anatolia_N_Ceramic_Mentese,40.27,29.65,site,"Mentese Hoyuk, Bursa, Turkey"
Anatolia_N_Ceramic_Tepecik_Ciftlik,38.05,34.55,site,"Tepecik-Ciftlik, Nigde, Turkey"
Anatolia_Roman_Empire-Late_Antiquity_Bogazkoy,40.02,34.62,site,"Bogazkoy, Corum, Turkey"
Anatolia_Roman_Empire_Camandiras-Dalagoz,38.5,30.5,guess,"Camandiras-Dalagoz, western Anatolia, Turkey"
Anatolia_Roman_Republic-Empire_Apollonia_ad_Rhyndacum,40.17,28.68,site,"Apollonia ad Rhyndacum (Golyazi), Bursa, Turkey"
Andhra_Pradeshi_Brahmin,16.5,80.6,region,"Andhra Pradesh, India"
Andi,42.75,46.2,ethnic,"Andi, Botlikhsky District, Dagestan, Russia"
Anglo-American,39.5,-98.35,country,United States
Anglo-American_Utah,40.76,-111.89,district,"Salt Lake City, Utah, USA"
Anglo-Canadian,43.65,-79.38,country,"Toronto, Ontario, Canada"
Anglo-New_Zealander,-41.29,174.78,country,"Wellington, New Zealand"
Anuak_Ethiopia,8.25,34.59,ethnic,"Gambela, Ethiopia"
Argentina_Aconcagua_500BP,-32.65,-70.01,site,"Aconcagua, Mendoza, Argentina"
Argentina_Arroyo_Seco_II_7700BP,-38.36,-60.24,site,"Arroyo Seco 2, Tres Arroyos, Buenos Aires, Argentina"
Argentina_Calingasta_1450BP,-31.33,-69.42,site,"Calingasta, San Juan, Argentina"
Argentina_Fuego_Patagonian,-54.0,-68.0,region,"Tierra del Fuego, Argentina"
Argentina_Haush_400BP,-54.75,-66.0,ethnic,"Peninsula Mitre, Tierra del Fuego, Argentina"
Argentina_La_Arcillosa_2_5800BP,-53.4,-68.1,site,"La Arcillosa 2, Tierra del Fuego, Argentina"
Argentina_Laguna_Chica_1600BP,-37.5,-62.8,guess,"Laguna Chica, Buenos Aires province, Argentina"
Argentina_Laguna_Chica_6800BP,-37.5,-62.8,guess,"Laguna Chica, Buenos Aires province, Argentina"
Argentina_Laguna_Toro_2400BP,-38.0,-62.0,guess,"Laguna Toro, Pampas, Argentina"
Argentina_Selknam_500BP,-53.8,-68.3,ethnic,"Tierra del Fuego (Selknam), Argentina"
Argentina_Yamana_100BP,-54.9,-67.6,ethnic,"Beagle Channel (Yamana), Argentina"
Argentina_Yamana_1500BP,-54.9,-67.6,ethnic,"Beagle Channel (Yamana), Argentina"
Argentine_Euro-Mestizo,-34.6,-58.38,country,"Buenos Aires, Argentina"
Ari,5.78,36.57,ethnic,"Jinka, South Omo, Ethiopia"
Ari_Blacksmith,5.78,36.57,ethnic,"Jinka, South Omo, Ethiopia"
Ari_Cultivator,5.78,36.57,ethnic,"Jinka, South Omo, Ethiopia"
Aringa,3.46,31.25,ethnic,"Yumbe District, Uganda"
Armenia_Achaemenid-Hellenistic_(Orontid)_Karmir_Blur,40.15,44.47,site,"Karmir Blur, Yerevan, Armenia"
Armenia_Achaemenid-Hellenistic_(Orontid)_Keti,40.75,43.95,site,"Keti, Shirak, Armenia"
Armenia_Achaemenid-Hellenistic_(Orontid)_Noratus,40.38,45.18,site,"Noratus, Gegharkunik, Armenia"
Armenia_Achaemenid_(Orontid)_Beniamin,40.68,43.9,site,"Beniamin, Shirak, Armenia"
Armenia_CA_Areni,39.73,45.2,site,"Areni-1 cave, Vayots Dzor, Armenia"
Armenia_EBA_Kura-Araxes_Berkaber,41.02,45.12,site,"Berkaber, Tavush, Armenia"
Armenia_EBA_Kura-Araxes_Kalavan,40.65,45.25,site,"Kalavan, Gegharkunik, Armenia"
Armenia_EBA_Kura-Araxes_Kaps,40.85,43.85,site,"Kaps, Shirak, Armenia"
Armenia_EBA_Kura-Araxes_Karnut,40.87,43.83,site,"Karnut, Shirak, Armenia"
Armenia_EBA_Kura-Araxes_Talin,40.39,43.88,site,"Talin, Aragatsotn, Armenia"
Armenia_EIA_Lchashen-Metsamor_Bagheri_Tchala,40.6,43.9,guess,"Bagheri Chala, Shirak, Armenia"
Armenia_EIA_Lchashen-Metsamor_Beniamin,40.68,43.9,site,"Beniamin, Shirak, Armenia"
Armenia_EIA_Lchashen-Metsamor_Bover,41.05,44.65,site,"Bover, Lori, Armenia"
Armenia_EIA_Lchashen-Metsamor_Bragdzor,40.9,44.5,guess,"Bragdzor, Lori, Armenia"
Armenia_EIA_Lchashen-Metsamor_Kapan,39.21,46.41,site,"Kapan, Syunik, Armenia"
Armenia_EIA_Lchashen-Metsamor_Karashamb,40.45,44.65,site,"Karashamb, Kotayk, Armenia"
Armenia_EIA_Lchashen-Metsamor_Karmir_Blur,40.15,44.47,site,"Karmir Blur, Yerevan, Armenia"
Armenia_EIA_Lchashen-Metsamor_Karnut,40.87,43.83,site,"Karnut, Shirak, Armenia"
Armenia_EIA_Lchashen-Metsamor_Keti,40.75,43.95,site,"Keti, Shirak, Armenia"
Armenia_EIA_Lchashen-Metsamor_Norabak,40.2,45.7,site,"Norabak, Gegharkunik, Armenia"
Armenia_EIA_Lchashen-Metsamor_Noratus,40.38,45.18,site,"Noratus, Gegharkunik, Armenia"
Armenia_EIA_Lchashen-Metsamor_Pijut,40.7,43.9,guess,"Pijut, Shirak, Armenia"
Armenia_EIA_Lchashen-Metsamor_Sarukhan,40.45,45.05,site,"Sarukhan, Gegharkunik, Armenia"
Armenia_Hellenistic-Roman_Empire_(Artaxiad)_Beniamin,40.68,43.9,site,"Beniamin, Shirak, Armenia"
Armenia_Hellenistic-Roman_Empire_(Artaxiad)_Sarukhan,40.45,45.05,site,"Sarukhan, Gegharkunik, Armenia"
Armenia_Hellenistic-Roman_Empire_(Artaxiad-Arsacid)_Aghitu,39.55,46.05,site,"Aghitu, Syunik, Armenia"
Armenia_High_Medieval_Agarak,40.3,44.3,site,"Agarak, Aragatsotn, Armenia"
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Bardzryal,40.8,43.95,guess,"Bardzryal, Shirak, Armenia"
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Bover,41.05,44.65,site,"Bover, Lori, Armenia"
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Harjis,39.55,46.0,site,"Harzhis, Syunik, Armenia"
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Karmir_Blur,40.15,44.47,site,"Karmir Blur, Yerevan, Armenia"
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Keti,40.75,43.95,site,"Keti, Shirak, Armenia"
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Lori_Berd,41.05,44.42,site,"Lori Berd, Lori, Armenia"
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Noratus,40.38,45.18,site,"Noratus, Gegharkunik, Armenia"
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Pijut,40.7,43.9,guess,"Pijut, Shirak, Armenia"
Armenia_IA_Lchashen-Metsamor/Urartian_Bardzryal,40.8,43.95,guess,"Bardzryal, Shirak, Armenia"
Armenia_IA_Lchashen-Metsamor/Urartian_Beniamin,40.68,43.9,site,"Beniamin, Shirak, Armenia"
Armenia_IA_Lchashen-Metsamor/Urartian_Bover,41.05,44.65,site,"Bover, Lori, Armenia"
Armenia_IA_Lchashen-Metsamor/Urartian_Karmir_Blur,40.15,44.47,site,"Karmir Blur, Yerevan, Armenia"
Armenia_LBA-EIA_Lchashen-Metsamor_Beniamin,40.68,43.9,site,"Beniamin, Shirak, Armenia"
Armenia_LBA-EIA_Lchashen-Metsamor_Noratus,40.38,45.18,site,"Noratus, Gegharkunik, Armenia"
Armenia_LBA_Keti,40.75,43.95,site,"Keti, Shirak, Armenia"
Armenia_LBA_Lchashen-Metsamor_Beniamin,40.68,43.9,site,"Beniamin, Shirak, Armenia"
Armenia_LBA_Lchashen-Metsamor_Black_Fortress,40.78,43.85,site,"Black Fortress (Sev Berd), Gyumri, Armenia"
Armenia_LBA_Lchashen-Metsamor_Dzori_Gekh,40.9,44.5,guess,"Dzori Gekh, Lori, Armenia"
Armenia_LBA_Lchashen-Metsamor_Karashamb,40.45,44.65,site,"Karashamb, Kotayk, Armenia"
Armenia_LBA_Lchashen-Metsamor_Lchashen,40.52,44.93,site,"Lchashen, Gegharkunik, Armenia"
Armenia_LBA_Lchashen-Metsamor_Lernakert,40.62,43.95,site,"Lernakert, Shirak, Armenia"
Armenia_LBA_Lchashen-Metsamor_Lori_Berd,41.05,44.42,site,"Lori Berd, Lori, Armenia"
Armenia_LBA_Lchashen-Metsamor_Nerkin_Getashen,40.15,45.28,site,"Nerkin Getashen, Gegharkunik, Armenia"
Armenia_LBA_Lchashen-Metsamor_Noratus,40.38,45.18,site,"Noratus, Gegharkunik, Armenia"
Armenia_LBA_Lchashen-Metsamor_Sarukhan,40.45,45.05,site,"Sarukhan, Gegharkunik, Armenia"
Armenia_LBA_Lchashen-Metsamor_Tekhut,40.9,44.0,guess,"Tekhut, northern Armenia"
Armenia_LN_Aratashen-Shulaveri-Shomutepe,40.13,44.13,site,"Aratashen, Armavir, Armenia"
Armenia_Late_Antiquity-Early_Medieval_Beniamin,40.68,43.9,site,"Beniamin, Shirak, Armenia"
Armenia_Late_Antiquity_Sarukhan_(Arsacid),40.45,45.05,site,"Sarukhan, Gegharkunik, Armenia"
Armenia_MBA_Trialeti,40.5,44.5,region,Northern Armenia (Trialeti culture)
Armenia_MLBA_Katnaghhiur,40.32,44.1,site,"Katnaghbyur, Aragatsotn, Armenia"
Armenia_MLBA_Lchashen,40.52,44.93,site,"Lchashen, Gegharkunik, Armenia"
Armenia_Roman_Republic-Empire_(Artaxiad)_Beniamin,40.68,43.9,site,"Beniamin, Shirak, Armenia"
Armenia_Roman_Republic-Late_Antiquity_(Artaxiad-Arsacid)_Beniamin,40.68,43.9,site,"Beniamin, Shirak, Armenia"
Armenian,40.18,44.51,country,"Yerevan, Armenia"
Armenian_Adana,37.0,35.32,site,"Adana, Turkey"
Armenian_Aintab,37.07,37.38,site,"Gaziantep (Aintab), Turkey"
Armenian_Alashkert,39.8,42.68,site,"Eleskirt (Alashkert), Agri, Turkey"
Armenian_Amasia,40.65,35.83,site,"Amasya, Turkey"
Armenian_Ararat,39.95,44.55,district,"Ararat Province, Armenia"
Armenian_Artsakh,39.82,46.75,region,"Stepanakert, Nagorno-Karabakh"
Armenian_Artvin,41.18,41.82,district,"Artvin, Turkey"
Armenian_Ashtarak,40.3,44.36,site,"Ashtarak, Armenia"
Armenian_Bayazet,39.55,44.08,site,"Dogubayazit (Bayazet), Turkey"
Armenian_Erzurum,39.9,41.27,site,"Erzurum, Turkey"
Armenian_Gardman,40.6,46.0,region,"Gardman (Shamkir/Gadabay), Azerbaijan"
Armenian_Gegharkunik,40.35,45.13,district,"Gegharkunik Province, Armenia"
Armenian_Gesaria,38.73,35.49,site,"Kayseri (Gesaria), Turkey"
Armenian_Gurin,38.72,37.27,site,"Gurun, Sivas, Turkey"
Armenian_Halep,36.2,37.16,site,"Aleppo, Syria"
Armenian_Hemshin,41.05,40.9,district,"Hemsin, Rize, Turkey"
Armenian_Iran,32.64,51.65,country,"New Julfa, Isfahan, Iran"
Armenian_Kars,40.6,43.1,site,"Kars, Turkey"
Armenian_Kessab,35.93,35.99,site,"Kessab, Syria"
Armenian_Kharberd,38.71,39.22,site,"Harput (Kharberd), Elazig, Turkey"
Armenian_Lebanon,33.89,35.54,country,"Bourj Hammoud, Beirut, Lebanon"
Armenian_Lori,40.81,44.49,district,"Lori Province (Vanadzor), Armenia"
Armenian_Mardin,37.31,40.74,site,"Mardin, Turkey"
Armenian_Mush,38.73,41.49,site,"Mus, Turkey"
Armenian_Parspatunik,38.6,44.8,guess,"Parspatunik, historical Vaspurakan, Turkey/Iran border"
Armenian_Sasun,38.33,41.4,site,"Sason (Sasun), Batman, Turkey"
Armenian_Sebastia,39.75,37.02,site,"Sivas (Sebastia), Turkey"
Armenian_Shamakhi,40.63,48.64,site,"Shamakhi, Azerbaijan"
Armenian_Syunik,39.2,46.4,district,"Syunik Province (Kapan), Armenia"
Armenian_Tigranakert_(Diyarbakir),37.91,40.24,site,"Diyarbakir, Turkey"
Armenian_Urfa,37.15,38.79,site,"Sanliurfa, Turkey"
Armenian_Van,38.49,43.38,site,"Van, Turkey"
Armenian_Yerevan,40.18,44.51,site,"Yerevan, Armenia"
Ashaninka,-11.0,-74.3,ethnic,"Junin/Ucayali, Peruvian Amazon"
Ashkenazi_Jew,52.23,21.01,guess,"Warsaw, Poland"
Ashkenazi_Jew_Austria,48.21,16.37,country,"Vienna, Austria"
Ashkenazi_Jew_Belarus,53.9,27.57,country,"Minsk, Belarus"
Ashkenazi_Jew_France,48.86,2.35,country,"Paris, France"
Ashkenazi_Jew_Germany,52.52,13.4,country,"Berlin, Germany"
Ashkenazi_Jew_Latvia,56.95,24.11,country,"Riga, Latvia"
Ashkenazi_Jew_Lithuania,54.69,25.28,country,"Vilnius, Lithuania"
Ashkenazi_Jew_Poland,52.23,21.01,country,"Warsaw, Poland"
Ashkenazi_Jew_Romania,44.43,26.1,country,"Bucharest, Romania"
Ashkenazi_Jew_Russia,55.76,37.62,country,"Moscow, Russia"
Ashkenazi_Jew_Ukraine,50.45,30.52,country,"Kyiv, Ukraine"
Assamese,26.14,91.74,region,"Guwahati, Assam, India"
Assamese_Brahmin,26.14,91.74,region,"Guwahati, Assam, India"
Assyrian_Chaldean_Catholic_Iraq,36.73,43.1,region,"Alqosh, Nineveh Plains, Iraq"
Assyrian_Iran_Urmia,37.55,45.07,site,"Urmia, Iran"
Assyrian_Iraq,36.5,43.2,region,"Nineveh Plains, Iraq"
Assyrian_Syriac_Orthodox_Turkey_Tur_Abdin,37.42,41.37,district,"Midyat, Tur Abdin, Turkey"
Assyrian_Turkey_Hakkari,37.58,43.74,district,"Hakkari, Turkey"
Asur,23.5,84.5,ethnic,"Netarhat/Gumla, Jharkhand, India"
Atayal,24.4,121.3,ethnic,"northern mountains, Taiwan"
Australia_Barham_1600-1400BP,-35.63,144.13,site,"Barham, New South Wales, Australia"
Australia_Cairns_420BP,-16.92,145.77,site,"Cairns, Queensland, Australia"
Australia_Mapoon_112BP,-12.0,141.9,site,"Mapoon, Cape York, Queensland, Australia"
Australia_Weipa_112BP,-12.63,141.88,site,"Weipa, Cape York, Queensland, Australia"
Australia_Willandra_Lakes_4000BP,-33.75,143.05,site,"Willandra Lakes, New South Wales, Australia"
Australian_Aboriginal,-23.7,133.88,ethnic,"Alice Springs, Northern Territory, Australia"
Austria_EN_LBK_Kleinhadersdorf,48.62,16.63,site,"Kleinhadersdorf, Lower Austria, Austria"
Austria_Early_Medieval_Avar_Period,48.0,16.7,region,Eastern Austria (Avar period)
Austria_Early_Medieval_Moedling_Lerchengasse,48.09,16.29,site,"Moedling, Lower Austria, Austria"
Austria_Early_Medieval_Pottenbrunn,48.23,15.7,site,"Pottenbrunn, Lower Austria, Austria"
Austria_Early_Medieval_Wels,48.16,14.03,site,"Wels, Upper Austria, Austria"
Austria_IA_La_Tene,47.5,14.0,country,Austria
Austria_LN_LBK_Asparn_Schletz,48.58,16.5,site,"Asparn-Schletz, Lower Austria, Austria"
Austria_Late_Antiquity-Early_Medieval_Lombard_Moedling_Leinerinnen,48.09,16.29,site,"Moedling, Lower Austria, Austria"
