label,lat,lon,precision,place
Shilluk,9.53,31.66,ethnic,"Shilluk kingdom, Malakal, South Sudan"
Shipibo,-8.38,-74.53,ethnic,"Ucayali (Pucallpa), Peru"
Shor,52.80,87.89,ethnic,"Mountain Shoria (Tashtagol), Kemerovo, Russia"
Shor_Khakassia,53.72,91.44,district,"Khakassia, Russia"
Shor_Mountain,52.80,87.89,district,"Mountain Shoria, Kemerovo, Russia"
Sicilian,37.60,14.00,region,"Sicily, Italy"
Sicilian_Agrigento,37.31,13.58,district,"Agrigento, Sicily, Italy"
Sicilian_Central,37.57,14.28,region,"Central Sicily (Enna), Italy"
Sicilian_East,37.51,15.08,region,"Eastern Sicily (Catania), Italy"
Sicilian_Palermo,38.12,13.36,site,"Palermo, Sicily, Italy"
Sicilian_Syracuse,37.08,15.28,site,"Syracuse, Sicily, Italy"
Sicilian_Trapani,38.02,12.53,district,"Trapani, Sicily, Italy"
Sicilian_West,37.90,12.90,region,"Western Sicily, Italy"
Sindhi,25.90,68.50,region,"Sindh, Pakistan"
Sindhi_Hindu,25.90,68.50,ethnic,"Sindh, Pakistan"
Sinhalese,7.29,80.63,country,"Kandy, Sri Lanka"
Sioux_Lakota,43.30,-102.55,ethnic,"Pine Ridge, South Dakota, USA"
Sioux_Lakota_(European-Mixed),43.30,-102.55,ethnic,"Pine Ridge, South Dakota, USA"
Slovak,48.70,19.70,country,"Slovakia"
Slovene,46.15,14.99,country,"Slovenia"
Slovincian,54.70,17.35,ethnic,"Kluki/Leba, Pomerania, Poland"
Somali,2.05,45.32,ethnic,"Mogadishu, Somalia"
Somali_Ethiopia,9.35,42.80,region,"Jigjiga, Somali Region, Ethiopia"
Somali_Kenya,-0.45,39.66,region,"Garissa, Kenya"
Somali_Somalia,2.05,45.32,country,"Mogadishu, Somalia"
Somali_Somaliland,9.56,44.07,region,"Hargeisa, Somaliland"
Soninke_Gambia,13.55,-14.20,ethnic,"Upper River Region, Gambia"
Sorb_Niederlausitz,51.76,14.33,district,"Lower Lusatia (Cottbus), Germany"
Sotho_Lesotho,-29.31,27.48,country,"Maseru, Lesotho"
South_African_Bantu,-26.20,28.05,country,"Johannesburg, South Africa"
South_Sudanese,4.85,31.58,country,"Juba, South Sudan"
Spanish_Andalusia_(Andalusian),37.50,-4.80,region,"Andalusia, Spain"
Spanish_Aragon_(Aragonese),41.60,-0.90,region,"Aragon, Spain"
Spanish_Aragon_North_(Aragonese),42.40,-0.30,district,"Huesca, Aragon, Spain"
Spanish_Asturias_(Asturian),43.30,-5.90,region,"Asturias, Spain"
Spanish_Baleares_(Catalan),39.60,2.90,region,"Balearic Islands, Spain"
Spanish_Baleares_Ibiza_(Catalan),38.98,1.43,site,"Ibiza, Balearic Islands, Spain"
Spanish_Baleares_Mallorca_(Catalan),39.60,2.99,district,"Mallorca, Balearic Islands, Spain"
Spanish_Baleares_Menorca_(Catalan),39.95,4.10,district,"Menorca, Balearic Islands, Spain"
Spanish_Biscay_West_(Cantabrian),43.32,-3.10,district,"Western Biscay, Basque Country, Spain"
Spanish_Canarias_(Canarian),28.30,-16.50,region,"Canary Islands, Spain"
Spanish_Canarias_El_Hierro_(Canarian),27.74,-18.02,site,"El Hierro, Canary Islands, Spain"
Spanish_Canarias_Fuerteventura_(Canarian),28.40,-14.00,site,"Fuerteventura, Canary Islands, Spain"
Spanish_Canarias_Gran_Canaria_(Canarian),27.96,-15.60,site,"Gran Canaria, Canary Islands, Spain"
Spanish_Canarias_La_Gomera_(Canarian),28.10,-17.22,site,"La Gomera, Canary Islands, Spain"
Spanish_Canarias_La_Palma_(Canarian),28.68,-17.83,site,"La Palma, Canary Islands, Spain"
Spanish_Canarias_Lanzarote_(Canarian),29.03,-13.63,site,"Lanzarote, Canary Islands, Spain"
Spanish_Canarias_Tenerife_(Canarian),28.29,-16.62,site,"Tenerife, Canary Islands, Spain"
Spanish_Cantabria_(Cantabrian),43.20,-4.03,region,"Cantabria, Spain"
Spanish_Castile_and_Leon_(Castilian),41.65,-4.72,region,"Castile and Leon, Spain"
Spanish_Castile_and_Leon_Burgos_North_(Castilian),42.80,-3.60,district,"Northern Burgos, Castile and Leon, Spain"
Spanish_Castile_and_Leon_Leon_(Castilian),42.60,-5.57,district,"Leon, Castile and Leon, Spain"
Spanish_Castile_and_Leon_Soria_(Castilian),41.76,-2.47,district,"Soria, Castile and Leon, Spain"
Spanish_Castilla-La_Mancha_(Castilian),39.50,-3.00,region,"Castilla-La Mancha, Spain"
Spanish_Catalonia_(Catalan),41.70,1.80,region,"Catalonia, Spain"
Spanish_Catalonia_Barcelones_(Catalan),41.39,2.17,district,"Barcelones (Barcelona), Catalonia, Spain"
Spanish_Catalonia_Camp_de_Tarragona_(Catalan),41.15,1.25,district,"Camp de Tarragona, Catalonia, Spain"
Spanish_Catalonia_Central_(Catalan),41.73,1.83,district,"Central Catalonia (Bages), Spain"
Spanish_Catalonia_Girona_(Catalan),41.98,2.82,district,"Girona, Catalonia, Spain"
Spanish_Catalonia_Lleida_(Catalan),41.62,0.62,district,"Lleida, Catalonia, Spain"
Spanish_Catalonia_Penedes_(Catalan),41.35,1.70,district,"Penedes, Catalonia, Spain"
Spanish_Catalonia_Peri-Barcelona_(Catalan),41.45,2.10,district,"Peri-Barcelona area, Catalonia, Spain"
Spanish_Catalonia_Pirineu_(Catalan),42.40,1.45,district,"Catalan Pyrenees, Spain"
Spanish_Catalonia_Terres_de_l'Ebre_(Catalan),40.82,0.52,district,"Terres de l'Ebre, Catalonia, Spain"
Spanish_Extremadura_(Extremaduran),39.20,-6.10,region,"Extremadura, Spain"
Spanish_Galicia_(Galician),42.80,-8.00,region,"Galicia, Spain"
Spanish_La_Rioja_(Riojan),42.35,-2.50,region,"La Rioja, Spain"
Spanish_Murcia_(Murcian),37.99,-1.13,region,"Murcia, Spain"
Spanish_Navarre_(Navarrese),42.70,-1.65,region,"Navarre, Spain"
Spanish_Valencia_(Valencian),39.47,-0.38,region,"Valencia, Spain"
Spanish_Valencia_Alicante_(Valencian),38.35,-0.48,district,"Alicante, Valencia, Spain"
Spanish_Valencia_Castellon_(Valencian),40.00,-0.05,district,"Castellon, Valencia, Spain"
Sri_Lankan,7.00,80.80,country,"Sri Lanka"
Sudanese_Arab_Batahin,15.60,33.90,ethnic,"Butana, Sudan"
Sudanese_Arab_Ja'alin,16.69,33.43,ethnic,"Shendi, River Nile, Sudan"
Sudanese_Arab_Kababish,14.40,29.10,ethnic,"Sodari, North Kordofan, Sudan"
Sudanese_Arab_Shaigia,18.45,31.82,ethnic,"Korti/Merowe, Northern State, Sudan"
Sundanese,-6.91,107.61,ethnic,"Bandung, West Java, Indonesia"
Surinamese_Creole,5.85,-55.20,country,"Paramaribo, Suriname"
Surui,-11.00,-61.20,ethnic,"Rondonia, Brazil"
Svan,43.05,42.73,ethnic,"Mestia, Svaneti, Georgia"
Swahili_Kenya,-4.05,39.67,ethnic,"Mombasa, Kenya"
Swahili_Kenya_Faza,-2.05,41.10,site,"Faza, Pate Island, Lamu, Kenya"
Swahili_Kenya_Jomvu,-4.02,39.61,site,"Jomvu, Mombasa, Kenya"
Swahili_Kenya_Ndau,-1.95,41.14,site,"Ndau Island, Lamu, Kenya"
Swahili_Kenya_Pate,-2.09,41.05,site,"Pate, Pate Island, Lamu, Kenya"
Swahili_Kenya_Siyu,-2.05,41.07,site,"Siyu, Pate Island, Lamu, Kenya"
Swahili_Kenya_Tchundwa,-2.03,41.09,site,"Tchundwa, Pate Island, Lamu, Kenya"
Swahili_Kenya_Wasini,-4.66,39.38,site,"Wasini Island, Kwale, Kenya"
Swahili_Zanzibar,-6.16,39.20,site,"Zanzibar Town, Tanzania"
Swedish,59.33,18.07,country,"Stockholm, Sweden"
Swiss_French,46.52,6.63,region,"Romandy (Lausanne), Switzerland"
Swiss_German,47.38,8.54,region,"Zurich, Switzerland"
Swiss_Italian,46.01,8.96,region,"Ticino (Lugano), Switzerland"
Syrian_Arab,34.80,38.00,country,"Syria"
Syrian_Arab_Al-Hasakah,36.50,40.75,district,"Al-Hasakah, Syria"
Syrian_Arab_Aleppo,36.20,37.16,site,"Aleppo, Syria"
Syrian_Arab_Christian_Maronite,34.72,36.30,guess,"Wadi al-Nasara, Homs, Syria"
Syrian_Arab_Christian_Melkite_Greek_Catholic,33.51,36.29,guess,"Damascus, Syria"
Syrian_Arab_Damascus,33.51,36.29,site,"Damascus, Syria"
Syrian_Arab_Daraa,32.62,36.10,district,"Daraa, Syria"
Syrian_Arab_Deir_ez-Zor,35.34,40.14,district,"Deir ez-Zor, Syria"
Syrian_Arab_Golan,32.95,35.85,region,"Golan Heights"
Syrian_Arab_Hama,35.13,36.75,district,"Hama, Syria"
Syrian_Arab_Homs,34.73,36.71,district,"Homs, Syria"
Syrian_Arab_Idlib,35.93,36.63,district,"Idlib, Syria"
Syrian_Arab_Latakia,35.52,35.79,district,"Latakia, Syria"
Syrian_Arab_Raqqa,35.95,39.01,district,"Raqqa, Syria"
Syrian_Jew,33.51,36.29,guess,"Damascus, Syria"
Tabasaran,41.95,47.90,ethnic,"Tabasaran/Khiv districts, Dagestan, Russia"
Tahitian,-17.65,-149.43,site,"Tahiti, French Polynesia"
Tahitian_(European-Mixed),-17.65,-149.43,site,"Tahiti, French Polynesia"
Tai_Lue_Thailand,19.53,100.30,ethnic,"Chiang Kham, Phayao, Thailand"
Tajik,38.56,68.79,country,"Dushanbe, Tajikistan"
Tajik_Ayni,39.39,68.54,site,"Ayni, Sughd, Tajikistan"
Tajik_Badakhshan,37.49,71.55,district,"Khorog, Gorno-Badakhshan, Tajikistan"
Tajik_Ghazni,33.55,68.42,district,"Ghazni, Afghanistan"
Tajik_Gissar,38.53,68.55,site,"Hisor, Tajikistan"
Tajik_Herat,34.34,62.20,district,"Herat, Afghanistan"
Tajik_Jowzjan,36.65,65.75,district,"Jowzjan, Afghanistan"
Tajik_Kabul,34.53,69.17,site,"Kabul, Afghanistan"
Tajik_Kapisa,34.98,69.62,district,"Kapisa, Afghanistan"
Tajik_Khujand,40.28,69.62,site,"Khujand, Tajikistan"
Tajik_Kulob,37.91,69.78,site,"Kulob, Tajikistan"
Tajik_Panjshir,35.32,69.55,district,"Panjshir, Afghanistan"
Tajik_Samarkand,39.65,66.96,site,"Samarkand, Uzbekistan"
Tajik_Takhar,36.73,69.53,district,"Takhar, Afghanistan"
Talysh_Azerbaijan,38.75,48.85,ethnic,"Lankaran, Azerbaijan"
Tamang,27.90,85.50,ethnic,"Tamang homeland, central Nepal"
Tamang_Simigaon,27.72,86.30,site,"Simigaon, Dolakha, Nepal"
Tamang_Tashinam,28.10,85.30,guess,"Rasuwa district, Nepal"
Tamil_Brahmin_Iyengar,11.00,78.70,region,"Tamil Nadu, India"
Tamil_Nadu_Brahmin,11.00,78.70,region,"Tamil Nadu, India"
Tamil_Nadu_Brahmin_Iyer,11.00,78.70,region,"Tamil Nadu, India"
Tamil_Nadu_Dalit,11.00,78.70,region,"Tamil Nadu, India"
Tamil_Nadu_Vanniyar,11.90,79.20,region,"Northern Tamil Nadu, India"
Tamil_Pillai,10.00,78.80,region,"Southern Tamil Nadu, India"
Tamil_Sri_Lanka,9.66,80.02,region,"Jaffna, Sri Lanka"
Tat_Azerbaijan,41.36,48.51,ethnic,"Quba, Azerbaijan"
Tat_Azerbaijan_Ciscaucasia,43.49,43.62,guess,"Nalchik, Ciscaucasia, Russia"
Tat_Dagestan_Dzhalgan,42.10,48.24,site,"Dzhalgan, Derbent, Dagestan, Russia"
Tat_Dagestan_Nyugdi,41.98,48.25,site,"Nyugdi, Derbentsky, Dagestan, Russia"
Tat_Iran,36.20,49.80,ethnic,"Tat villages, Qazvin/Alborz, Iran"
Tatar,55.79,49.11,ethnic,"Kazan, Tatarstan, Russia"
Tatar_Kazan,55.79,49.11,site,"Kazan, Tatarstan, Russia"
Tatar_Lipka,53.20,23.90,ethnic,"Kruszyniany/Podlasie, Poland-Belarus"
Tatar_Mishar,54.20,45.60,ethnic,"Mishar lands, Mordovia/Penza, Russia"
Tatar_Siberian_Buhar,57.15,68.25,guess,"Bukharan Tatar villages, Tobolsk, Russia"
Tatar_Siberian_Irtysh_Barabinsk,55.35,78.35,district,"Barabinsk, Novosibirsk, Russia"
Tatar_Siberian_Ishtyak_Toguz,56.50,67.00,guess,"Ishtyak-Toguz group, Tyumen oblast, Russia"
Tatar_Siberian_Iskero-Tobolsk,58.20,68.25,site,"Tobolsk (Isker), Tyumen, Russia"
Tatar_Siberian_Tomsk,56.49,84.95,site,"Tomsk, Russia"
Tatar_Siberian_Yalutorovsky,56.66,66.31,site,"Yalutorovsk, Tyumen, Russia"
Tatar_Siberian_Zabolotniye,58.00,68.80,guess,"Zabolotye (Vagai swamps), Tyumen, Russia"
Teleut,54.30,86.20,ethnic,"Bekovo, Kemerovo, Russia"
Telugu,16.50,79.50,region,"Andhra Pradesh/Telangana, India"
Telugu_Balija,16.50,79.50,region,"Andhra Pradesh, India"
Telugu_Brahmin,16.50,79.50,region,"Andhra Pradesh/Telangana, India"
Telugu_Brahmin_Niyogi,16.50,79.50,region,"Andhra Pradesh/Telangana, India"
Telugu_Brahmin_Vaidiki,16.50,79.50,region,"Andhra Pradesh/Telangana, India"
Telugu_Kamma,16.30,80.40,region,"Coastal Andhra Pradesh, India"
Telugu_Mala_Andhra_Pradesh,16.00,80.00,region,"Andhra Pradesh, India"
Telugu_Reddy,16.50,79.50,region,"Andhra Pradesh/Telangana, India"
Telugu_Yadav,16.50,79.50,region,"Andhra Pradesh/Telangana, India"
Tetum_Kamanasa,-9.40,124.90,site,"Kamanasa, Malaka, West Timor, Indonesia"
Tetum_Umaklaran,-9.45,124.95,guess,"Umaklaran, Malaka, West Timor, Indonesia"
Tetum_Umanen_Lawalu,-9.35,124.85,guess,"Umanen Lawalu, Malaka, West Timor, Indonesia"
Thai,13.75,100.50,country,"Bangkok, Thailand"
Tharu,27.70,83.50,ethnic,"Terai (Tharu belt), Nepal"
Tibetan,29.65,91.10,ethnic,"Lhasa, Tibet, China"
Tibetan_Chamdo,31.14,97.18,district,"Chamdo, Tibet, China"
Tibetan_Gangcha,37.32,100.14,district,"Gangcha, Qinghai, China"
Tibetan_Gannan,34.98,102.91,district,"Gannan, Gansu, China"
Tibetan_Lhasa,29.65,91.10,site,"Lhasa, Tibet, China"
Tibetan_McLeod_Ganj,32.24,76.32,site,"McLeod Ganj, Himachal Pradesh, India"
Tibetan_Muslim_Srinagar,34.08,74.80,site,"Srinagar, Kashmir, India"
Tibetan_Nagqu,31.48,92.06,district,"Nagqu, Tibet, China"
Tibetan_Shannan,29.24,91.77,district,"Shannan (Lhoka), Tibet, China"
Tibetan_Shigatse,29.27,88.88,district,"Shigatse, Tibet, China"
Tibetan_Xinlong,30.94,100.31,district,"Xinlong, Garze, Sichuan, China"
Tibetan_Xunhua,35.85,102.49,district,"Xunhua, Qinghai, China"
Tibetan_Yajiang,30.03,101.02,district,"Yajiang, Garze, Sichuan, China"
Tibetan_Yunnan,27.83,99.71,region,"Shangri-La (Diqing), Yunnan, China"
Tigray_Ethiopia,13.50,39.47,region,"Mekelle, Tigray, Ethiopia"
Tigrinya_Eritrea,15.34,38.93,region,"Asmara, Eritrea"
Tikar_South,5.73,10.90,guess,"Southern Tikar area (Bankim/Foumban), Cameroon"
Tindi,42.30,46.05,ethnic,"Tindi, Tsumadinsky, Dagestan, Russia"
Tlingit_(European-Mixed),58.30,-134.42,ethnic,"Juneau, Alaska, USA"
Toda,11.41,76.70,ethnic,"Nilgiri Hills (Ooty), Tamil Nadu, India"
Todzin,52.50,96.50,ethnic,"Todzha, Tuva, Russia"
Tofalar,54.10,98.60,ethnic,"Tofalaria, Nizhneudinsky, Irkutsk, Russia"
Tongan,-21.13,-175.20,country,"Nuku'alofa, Tonga"
Tongan_(European-Mixed),-21.13,-175.20,country,"Nuku'alofa, Tonga"
Tongan_(SSA+European-Mixed),-21.13,-175.20,country,"Nuku'alofa, Tonga"
Torbesi_North_Macedonia,41.60,20.90,ethnic,"Reka/Debar area, North Macedonia"
Totonac,20.45,-97.32,ethnic,"Papantla, Veracruz, Mexico"
Toubou_Daza_Chad,15.00,17.00,ethnic,"Bahr el Ghazal, Chad"
Toubou_Teda,21.00,17.50,ethnic,"Tibesti, Chad"
Tripuri,23.83,91.28,ethnic,"Agartala, Tripura, India"
Tripuri_Jamatia,23.83,91.28,ethnic,"Tripura, India"
Tripuri_Reang,23.70,91.90,ethnic,"Tripura, India"
Tsakhur,41.53,46.79,ethnic,"Tsakhur, Rutulsky, Dagestan, Russia"
Tsez,42.15,46.10,ethnic,"Tsunta, Dagestan, Russia"
Tsimshian_(European-Mixed),54.31,-130.32,ethnic,"Prince Rupert, British Columbia, Canada"
Tswa,-23.87,35.38,ethnic,"Inhambane, Mozambique"
Tswana,-24.65,25.91,ethnic,"Gaborone, Botswana"
Tu,36.84,101.96,ethnic,"Huzhu Tu county, Qinghai, China"
Tubalar,52.26,87.11,ethnic,"Turochak, Altai Republic, Russia"
Tujia_Chongqing_Youyang,28.84,108.77,site,"Youyang, Chongqing, China"
Tujia_Guizou_Tongren_Jiangkou,27.70,108.85,site,"Jiangkou, Tongren, Guizhou, China"
Tulu_Brahmin_Karnataka,13.34,74.75,region,"Udupi, Karnataka, India"
Tulu_Bunt,12.87,74.84,region,"Mangalore, Karnataka, India"
Tumbuka_Malawi,-11.46,34.02,ethnic,"Mzuzu, northern Malawi"
Tunisian_Arab,36.80,10.18,country,"Tunis, Tunisia"
Tunisian_Arab_Beja,36.73,9.18,district,"Beja, Tunisia"
Tunisian_Arab_Bizerte,37.27,9.87,district,"Bizerte, Tunisia"
Tunisian_Arab_Douz,33.47,9.02,site,"Douz, Kebili, Tunisia"
Tunisian_Arab_Jendouba,36.50,8.78,district,"Jendouba, Tunisia"
Tunisian_Arab_Monastir,35.78,10.83,district,"Monastir, Tunisia"
Tunisian_Arab_North,36.80,9.50,region,"Northern Tunisia"
Tunisian_Arab_R'Baya,33.60,9.10,guess,"R'Baya tribal area, Kebili, Tunisia"
Tunisian_Arab_Sfax,34.74,10.76,district,"Sfax, Tunisia"
Tunisian_Arab_Sousse,35.83,10.64,district,"Sousse, Tunisia"
Tunisian_Arab_Tunis,36.80,10.18,site,"Tunis, Tunisia"
Tunisian_Jew,33.81,10.85,guess,"Djerba, Tunisia"
Turkish_Adana,37.00,35.32,district,"Adana, Turkey"
Turkish_Adiyaman,37.76,38.28,district,"Adiyaman, Turkey"
Turkish_Afyonkarahisar,38.76,30.54,district,"Afyonkarahisar, Turkey"
Turkish_Afyonkarahisar_Northeast,39.10,31.10,district,"Northeastern Afyonkarahisar, Turkey"
Turkish_Aksaray,38.37,34.03,district,"Aksaray, Turkey"
Turkish_Amasya,40.65,35.83,district,"Amasya, Turkey"
Turkish_Ankara,39.93,32.86,district,"Ankara, Turkey"
Turkish_Ankara_Manav,40.05,32.60,district,"Manav villages, Ankara, Turkey"
Turkish_Antalya,36.90,30.70,district,"Antalya, Turkey"
Turkish_Antalya_Yoruk,36.95,30.30,district,"Yoruk areas, Antalya, Turkey"
Turkish_Aydin,37.85,27.84,district,"Aydin, Turkey"
Turkish_Balikesir,39.65,27.89,district,"Balikesir, Turkey"
Turkish_Balikesir_Cepni,39.60,27.30,guess,"Cepni villages, Balikesir, Turkey"
Turkish_Balkans,41.70,22.50,region,"Balkan Turks, southern Balkans"
Turkish_Bartin,41.63,32.34,district,"Bartin, Turkey"
Turkish_Bayburt,40.26,40.23,district,"Bayburt, Turkey"
Turkish_Bolu,40.74,31.61,district,"Bolu, Turkey"
Turkish_Burdur,37.72,30.29,district,"Burdur, Turkey"
Turkish_Cankiri,40.60,33.62,district,"Cankiri, Turkey"
Turkish_Central_Macedonia,40.64,22.94,region,"Central Macedonia (Thessaloniki), Greece"
Turkish_Corum,40.55,34.95,district,"Corum, Turkey"
Turkish_Cyprus,35.19,33.38,region,"Northern Cyprus (Nicosia)"
Turkish_Denizli,37.78,29.09,district,"Denizli, Turkey"
Turkish_Dodecanese,36.17,27.92,region,"Rhodes, Dodecanese, Greece"
Turkish_Duzce,40.84,31.16,district,"Duzce, Turkey"
Turkish_East_Thrace_Gelibolu,40.41,26.67,site,"Gelibolu, Canakkale, Turkey"
Turkish_Eastern_Macedonia,41.15,24.15,region,"Eastern Macedonia (Drama), Greece"
Turkish_Elazig,38.68,39.22,district,"Elazig, Turkey"
Turkish_Erzincan,39.75,39.49,district,"Erzincan, Turkey"
Turkish_Erzurum,39.90,41.27,district,"Erzurum, Turkey"
Turkish_Eskisehir,39.78,30.52,district,"Eskisehir, Turkey"
Turkish_Gaziantep,37.07,37.38,district,"Gaziantep, Turkey"
Turkish_Giresun,40.91,38.39,district,"Giresun, Turkey"
Turkish_Gumushane,40.46,39.48,district,"Gumushane, Turkey"
Turkish_Hatay,36.20,36.16,district,"Hatay (Antakya), Turkey"
Turkish_Isparta,37.76,30.55,district,"Isparta, Turkey"
Turkish_Istanbul,41.01,28.98,site,"Istanbul, Turkey"
Turkish_Izmir,38.42,27.14,district,"Izmir, Turkey"
Turkish_Kahramanmaras,37.58,36.93,district,"Kahramanmaras, Turkey"
Turkish_Karabuk,41.20,32.63,district,"Karabuk, Turkey"
Turkish_Karaman,37.18,33.22,district,"Karaman, Turkey"
Turkish_Kastamonu,41.38,33.78,district,"Kastamonu, Turkey"
Turkish_Kayseri,38.73,35.49,district,"Kayseri, Turkey"
Turkish_Kirikkale,39.85,33.51,district,"Kirikkale, Turkey"
Turkish_Kirsehir,39.15,34.16,district,"Kirsehir, Turkey"
Turkish_Kocaeli,40.77,29.94,district,"Kocaeli (Izmit), Turkey"
Turkish_Konya,37.87,32.49,district,"Konya, Turkey"
Turkish_Kutahya,39.42,29.99,district,"Kutahya, Turkey"
Turkish_Lesbos,39.10,26.55,region,"Lesbos, Greece"
Turkish_Malatya,38.35,38.31,district,"Malatya, Turkey"
Turkish_Manisa_Yoruk,38.70,28.20,district,"Yoruk areas, Manisa, Turkey"
Turkish_Mersin,36.80,34.63,district,"Mersin, Turkey"
Turkish_Mersin_Yoruk,36.95,34.30,district,"Yoruk areas, Mersin, Turkey"
Turkish_Meskhetian_Ardahan,41.11,42.70,district,"Ardahan, Turkey"
Turkish_Meskhetian_Georgia,41.64,42.98,district,"Akhaltsikhe (Meskheti), Georgia"
Turkish_Mugla,37.22,28.36,district,"Mugla, Turkey"
Turkish_Nevsehir,38.62,34.71,district,"Nevsehir, Turkey"
Turkish_North_Macedonia,41.80,21.30,region,"Gostivar/Skopje, North Macedonia"
Turkish_North_Thrace,41.65,25.37,region,"Kardzhali, northern Thrace, Bulgaria"
Turkish_Northern_Bulgaria,43.53,26.52,region,"Razgrad, northeastern Bulgaria"
Turkish_Ordu,40.98,37.88,district,"Ordu, Turkey"
Turkish_Rize,41.02,40.52,district,"Rize, Turkey"
Turkish_Sakarya,40.78,30.40,district,"Sakarya (Adapazari), Turkey"
Turkish_Samsun,41.29,36.33,district,"Samsun, Turkey"
Turkish_Sinop,42.03,35.15,district,"Sinop, Turkey"
Turkish_Sinop_Northwest,41.95,34.80,district,"Northwestern Sinop, Turkey"
Turkish_Sivas,39.75,37.02,district,"Sivas, Turkey"
Turkish_Thessaly,39.64,22.42,region,"Thessaly (Larissa), Greece"
Turkish_Tokat,40.32,36.55,district,"Tokat, Turkey"
Turkish_Trabzon,41.00,39.72,district,"Trabzon, Turkey"
Turkish_Trabzon_Besikduzu,41.05,39.23,site,"Besikduzu, Trabzon, Turkey"
Turkish_Tunceli,39.11,39.55,district,"Tunceli, Turkey"
Turkish_Usak,38.68,29.41,district,"Usak, Turkey"
Turkish_West_Thrace,41.12,25.40,region,"Western Thrace (Komotini), Greece"
Turkish_Western_Macedonia,40.30,21.79,region,"Western Macedonia (Kozani), Greece"
Turkish_Yozgat,39.82,34.81,district,"Yozgat, Turkey"
Turkish_Zonguldak,41.46,31.79,district,"Zonguldak, Turkey"
Turkmen,37.95,58.38,country,"Ashgabat, Turkmenistan"
Turkmen_Golestan,37.25,55.17,district,"Gonbad-e Kavus, Golestan, Iran"
Turkmen_Uzbekistan,41.55,60.63,region,"Khorezm, Uzbekistan"
Tutsi,-1.94,29.87,ethnic,"Rwanda"
Tutsi_Banyamulenge,-4.20,28.90,ethnic,"Minembwe, South Kivu, DR Congo"
Tutsi_Burundi,-3.38,29.36,country,"Bujumbura, Burundi"
Tutsi_Rwanda,-1.94,30.06,country,"Kigali, Rwanda"
Tuvinian,51.72,94.45,ethnic,"Kyzyl, Tuva, Russia"
Twa_Uganda,-1.29,29.68,ethnic,"Kisoro, southwestern Uganda"
Udi,40.90,47.65,ethnic,"Nij, Qabala, Azerbaijan"
Udmurt,56.85,53.20,ethnic,"Izhevsk, Udmurtia, Russia"
Ukrainian,50.45,30.52,country,"Kyiv, Ukraine"
Ukrainian_Cherkasy,49.44,32.06,district,"Cherkasy, Ukraine"
Ukrainian_Chernihiv,51.50,31.29,district,"Chernihiv, Ukraine"
