label,lat,lon,precision,place
Austria_Late_Antiquity-Early_Medieval_Lombard_Moedling_Leinerinnen,48.09,16.29,site,"Moedling, Lower Austria, Austria"
Austria_Late_Antiquity_Klosterneuburg,48.31,16.33,site,"Klosterneuburg, Lower Austria, Austria"
Austria_Late_Modern_Vienna,48.21,16.37,site,"Vienna, Austria"
Austria_MLN_LBK_Kleinhadersdorf,48.62,16.63,site,"Kleinhadersdorf, Lower Austria, Austria"
Austria_MLN_LBK_Ratzerdorf,48.22,15.66,site,"Ratzersdorf, St. Poelten, Lower Austria, Austria"
Austria_Mesolithic_Wollersdorf,47.85,16.17,site,"Woellersdorf, Lower Austria, Austria"
Austria_Roman_Empire-Late_Antiquity_Klosterneuburg,48.31,16.33,site,"Klosterneuburg, Lower Austria, Austria"
Austria_Roman_Empire-Late_Antiquity_Wels,48.16,14.03,site,"Wels, Upper Austria, Austria"
Austria_Roman_Empire_Klosterneuburg,48.31,16.33,site,"Klosterneuburg, Lower Austria, Austria"
Austria_Roman_Empire_Wels,48.16,14.03,site,"Wels, Upper Austria, Austria"
Austria_UP_Gravettian_Krems,48.41,15.60,site,"Krems-Wachtberg, Lower Austria, Austria"
Azerbaijan_EN_Mentesh_Tepe,40.98,45.55,site,"Mentesh Tepe, Tovuz, Azerbaijan"
Azerbaijan_LCA_Alkhantepe,39.90,47.70,guess,"Alkhantepe, Mil plain, Azerbaijan"
Azerbaijan_LN_Mentesh_Tepe,40.98,45.55,site,"Mentesh Tepe, Tovuz, Azerbaijan"
Azerbaijan_LN_Polutepe,39.25,48.50,site,"Polutepe, Jalilabad, Azerbaijan"
Azerbaijan_Roman_Empire-Late_Antiquity_Shamakhi,40.63,48.64,site,"Shamakhi, Azerbaijan"
Bahamas_Ceramic,24.50,-76.50,country,"Bahamas"
Bahamas_Precolonial_Taino,24.50,-76.50,country,"Bahamas"
Bahrain_Early_Medieval,26.07,50.55,country,"Bahrain"
Bahrain_Hellenistic-Late_Antiquity,26.07,50.55,country,"Bahrain"
Bahrain_Late_Antiquity-Early_Medieval,26.07,50.55,country,"Bahrain"
Baleares_Formentera_MBA,38.70,1.43,district,"Formentera, Balearic Islands, Spain"
Baleares_Ibiza_Punic,38.91,1.43,district,"Ibiza, Balearic Islands, Spain"
Baleares_Mallorca_EBA,39.62,2.98,district,"Mallorca, Balearic Islands, Spain"
Baleares_Menorca_LBA,39.95,4.10,district,"Menorca, Balearic Islands, Spain"
Bashkortostan_IA_Sarmatian_Avlasovo,53.00,56.50,guess,"Avlasovo, Bashkortostan, Russia"
Bashkortostan_IA_Sarmatian_Ivanovka,52.90,55.90,guess,"Ivanovka, Bashkortostan, Russia"
Bashkortostan_IA_Sarmatian_Perevolochan,52.00,58.20,site,"Perevolochan, Khaybullinsky district, Bashkortostan, Russia"
Bashkortostan_IA_Sarmatian_Sibai,52.72,58.67,site,"Sibai, Bashkortostan, Russia"
Bashkortostan_IA_Sarmatian_Temyasovo,52.99,58.10,site,"Temyasovo, Baymaksky district, Bashkortostan, Russia"
Belarus_Early-High_Medieval,53.90,27.60,country,"Belarus"
Belgium_Early-High_Medieval_Sint-Truiden,50.82,5.19,site,"Sint-Truiden, Limburg, Belgium"
Belgium_Early-Late_Modern_St._Rombout's,51.03,4.48,site,"St. Rombout's, Mechelen, Belgium"
Belgium_Early_Medieval_Merovingian_Koksijde,51.11,2.65,site,"Koksijde, West Flanders, Belgium"
Belgium_Early_Modern_St._Rombout's,51.03,4.48,site,"St. Rombout's, Mechelen, Belgium"
Belgium_High-Late_Medieval_St._Rombout's,51.03,4.48,site,"St. Rombout's, Mechelen, Belgium"
Belgium_High_Medieval_St._Rombout's,51.03,4.48,site,"St. Rombout's, Mechelen, Belgium"
Belgium_High_Medieval_Wulpen,51.09,2.72,site,"Wulpen, Koksijde, West Flanders, Belgium"
Belgium_LN_Vlaardingen_Pommeroeul,50.45,3.73,site,"Pommeroeul, Hainaut, Belgium"
Belgium_Late_Medieval-Early_Modern_St._Rombout's,51.03,4.48,site,"St. Rombout's, Mechelen, Belgium"
Belgium_Late_Medieval_St._Rombout's,51.03,4.48,site,"St. Rombout's, Mechelen, Belgium"
Belgium_Late_Medieval_Wulpen,51.09,2.72,site,"Wulpen, Koksijde, West Flanders, Belgium"
Belgium_Mesolithic_Abri_des_Autours,50.30,4.85,site,"Abri des Autours, Anhee, Namur, Belgium"
Belgium_Mesolithic_Malonne_Petit_Ri,50.44,4.80,site,"Malonne, Namur, Belgium"
Belgium_Mesolithic_Waulsort_Caverne_X,50.20,4.87,site,"Waulsort, Namur, Belgium"
Belgium_Roman_Empire-Late_Antiquity_Pommeroeul,50.45,3.73,site,"Pommeroeul, Hainaut, Belgium"
Belgium_Roman_Empire-Late_Antiquity_Tongeren,50.78,5.46,site,"Tongeren, Limburg, Belgium"
Belgium_UP_Aurignacian_Goyet,50.45,5.01,site,"Goyet caves, Namur, Belgium"
Belgium_UP_Gravettian_Goyet,50.45,5.01,site,"Goyet caves, Namur, Belgium"
Belgium_UP_Magdalenian_Goyet,50.45,5.01,site,"Goyet caves, Namur, Belgium"
Belize_Mayahak_Cab_Pek_3600BP,16.50,-88.90,site,"Mayahak Cab Pek, Bladen Nature Reserve, Belize"
Belize_Mayahak_Cab_Pek_4000BP,16.50,-88.90,site,"Mayahak Cab Pek, Bladen Nature Reserve, Belize"
Belize_Mayahak_Cab_Pek_4400BP,16.50,-88.90,site,"Mayahak Cab Pek, Bladen Nature Reserve, Belize"
Belize_Mayahak_Cab_Pek_4600BP,16.50,-88.90,site,"Mayahak Cab Pek, Bladen Nature Reserve, Belize"
Belize_Mayahak_Cab_Pek_4900BP,16.50,-88.90,site,"Mayahak Cab Pek, Bladen Nature Reserve, Belize"
Belize_Mayahak_Cab_Pek_5500BP,16.50,-88.90,site,"Mayahak Cab Pek, Bladen Nature Reserve, Belize"
Belize_Mayahak_Cab_Pek_9300BP,16.50,-88.90,site,"Mayahak Cab Pek, Bladen Nature Reserve, Belize"
Belize_Mayahak_Cab_Pek_9400BP,16.50,-88.90,site,"Mayahak Cab Pek, Bladen Nature Reserve, Belize"
Belize_Saki_Tzul_4600BP,16.50,-88.85,site,"Saki Tzul, Bladen Nature Reserve, Belize"
Belize_Saki_Tzul_4900BP,16.50,-88.85,site,"Saki Tzul, Bladen Nature Reserve, Belize"
Belize_Saki_Tzul_7400BP,16.50,-88.85,site,"Saki Tzul, Bladen Nature Reserve, Belize"
Bolivia_Akapana_Tiwanaku_1000BP,-16.55,-68.67,site,"Akapana, Tiwanaku, Bolivia"
Bolivia_Carangas_1000-1470_CE,-18.50,-68.50,region,"Carangas, Oruro, Bolivia"
Bolivia_Iroco_1050BP,-17.85,-67.15,site,"Iroco, Oruro, Bolivia"
Bolivia_La_Paz_Tiwanaku_1100BP,-16.55,-68.67,site,"Tiwanaku, La Paz, Bolivia"
Bolivia_La_Paz_Tiwanaku_900BP,-16.55,-68.67,site,"Tiwanaku, La Paz, Bolivia"
Bolivia_Lukurmata_Tiwanaku_1000BP,-16.42,-68.75,site,"Lukurmata, La Paz, Bolivia"
Bolivia_Lukurmata_Tiwanaku_1700BP,-16.42,-68.75,site,"Lukurmata, La Paz, Bolivia"
Bolivia_Lukurmata_Tiwanaku_400BP,-16.42,-68.75,site,"Lukurmata, La Paz, Bolivia"
Bolivia_Miraflores_1100BP,-16.50,-68.12,guess,"Miraflores, La Paz, Bolivia"
Bolivia_Monolito_Descabezado_Tiwanaku_1000BP,-16.55,-68.67,site,"Tiwanaku, La Paz, Bolivia"
Bolivia_Pumapunku_Tiwanaku_1200BP,-16.56,-68.68,site,"Pumapunku, Tiwanaku, Bolivia"
Bolivia_Putuni_Tiwanaku_1200BP,-16.55,-68.67,site,"Putuni, Tiwanaku, Bolivia"
Bolivia_Totocachi_Tiwanaku_500BP,-16.55,-68.67,guess,"Tiwanaku, La Paz, Bolivia"
Bosnia-Herzegovina_Unknown_Provenance,43.90,17.70,country,"Bosnia and Herzegovina"
Botswana_Taukome_1100BP,-21.40,27.40,guess,"Taukome, eastern Botswana"
Botswana_Xaro_1400BP,-18.90,22.30,site,"Xaro, Okavango, Botswana"
Brazil_Cabecuda_3400BP,-28.45,-48.80,site,"Cabecuda, Laguna, Santa Catarina, Brazil"
Brazil_Capelinha_10400BP,-24.70,-48.10,site,"Capelinha, Cajati, Sao Paulo, Brazil"
