label,lat,lon,precision,place
Hungary_High_Medieval_Arpadian_Period,47.20,19.80,country,"Hungary"
Hungary_High_Medieval_Arpadian_Period_Early,47.20,19.80,country,"Hungary"
Hungary_High_Medieval_Arpadian_Period_Late,47.20,19.80,country,"Hungary"
Hungary_IA_La_Tene,47.30,18.50,country,"Transdanubia, Hungary"
Hungary_IA_Scythian_Kesznyeten-Szeruskert,47.97,21.04,site,"Kesznyeten, Borsod-Abauj-Zemplen, Hungary"
Hungary_IA_Scythian_Nogradkovesd-Viztarozo,47.90,19.38,site,"Nogradkovesd, Nograd, Hungary"
Hungary_IA_Scythian_Sandorfalva,46.36,20.10,site,"Sandorfalva, Csongrad, Hungary"
Hungary_IA_Scythian_Tiszaszolos-Czalanyszeg,47.55,20.72,site,"Tiszaszolos, Jasz-Nagykun-Szolnok, Hungary"
Hungary_IA_Srem,46.00,19.30,guess,"Southern Hungary (Srem group), Hungary"
Hungary_LBA_Urnfield,47.20,18.30,region,"Transdanubia, Hungary"
Hungary_LBA_Urnfield_Gava,48.05,21.65,site,"Gava, Szabolcs-Szatmar-Bereg, Hungary"
Hungary_LCA,47.20,19.80,country,"Hungary"
Hungary_LCA_Baden,47.20,19.00,region,"Central Hungary"
Hungary_LCA_Protoboleraz,47.20,19.00,region,"Central Hungary"
Hungary_LN_Lengyel,46.35,18.55,site,"Lengyel, Tolna, Hungary"
Hungary_LN_Sopot,46.30,18.50,region,"Southern Transdanubia, Hungary"
Hungary_LN_Tisza,46.42,20.33,region,"Tisza valley (Hodmezovasarhely), Hungary"
Hungary_Late_Antiquity-Early_Medieval_Gepid,47.20,21.00,region,"Tisza region, Eastern Hungary"
Hungary_Late_Antiquity_Hun,47.20,19.80,country,"Hungary"
Hungary_Late_Antiquity_Hun_Elite,47.20,19.80,country,"Hungary"
Hungary_Late_Antiquity_Ostrogoth,47.00,18.50,region,"Transdanubia, Hungary"
Hungary_Late_Antiquity_Sarmatian,47.00,20.30,region,"Great Hungarian Plain, Hungary"
Hungary_Late_Antiquity_Sarmatian-Medieval_Avar,47.00,20.30,region,"Great Hungarian Plain, Hungary"
Hungary_Late_Antiquity_Sarmatian/Hun,47.00,20.30,region,"Great Hungarian Plain, Hungary"
Hungary_Late_Medieval_Angevin_Period,47.20,19.80,country,"Hungary"
Hungary_Late_Medieval_Hunyadi_Period,47.20,19.80,country,"Hungary"
Hungary_Late_Medieval_Sigismund-Hunyadi_Period,47.20,19.80,country,"Hungary"
Hungary_MBA_Fuzesabony,47.75,20.41,site,"Fuzesabony, Heves, Hungary"
Hungary_MBA_Kisapostag/Early_Encrusted_Pottery,46.90,18.93,site,"Kisapostag, Fejer, Hungary"
Hungary_MBA_Vatya,46.95,18.93,region,"Central Danube (Dunaujvaros), Hungary"
Hungary_MCA_Hunyadihalom,46.40,20.30,site,"Hunyadi-halom, Hodmezovasarhely, Hungary"
Hungary_MN_ALPc,47.87,21.12,region,"Upper Tisza (Polgar), NE Hungary"
Hungary_MN_ALPc_Esztar,47.28,21.78,site,"Esztar, Hajdu-Bihar, Hungary"
Hungary_MN_ALPc_I,47.87,21.12,region,"Upper Tisza (Polgar), NE Hungary"
Hungary_MN_ALPc_III,47.87,21.12,region,"Upper Tisza (Polgar), NE Hungary"
Hungary_MN_ALPc_Szakalhat,46.50,20.60,region,"Szakalhat group, SE Hungary"
Hungary_MN_ALPc_Szatmar,47.95,22.30,region,"Szatmar, NE Hungary"
Hungary_MN_ALPc_Tiszadob,48.02,21.17,site,"Tiszadob, Szabolcs-Szatmar-Bereg, Hungary"
Hungary_MN_Bukk,48.10,20.60,region,"Bukk Mountains, NE Hungary"
Hungary_MN_LBK,47.40,18.00,region,"Transdanubia, Hungary"
Hungary_MN_Vinca,46.30,20.40,region,"SE Hungary (Vinca sphere)"
Iberia_Andalusia_CA,37.50,-4.70,region,"Andalusia, Spain"
Iberia_Andalusia_EBA,37.50,-4.70,region,"Andalusia, Spain"
Iberia_Andalusia_EIA_Tartessian,37.26,-6.95,region,"Huelva, Andalusia, Spain"
Iberia_Andalusia_EN,37.50,-4.70,region,"Andalusia, Spain"
Iberia_Andalusia_Early_Medieval,37.50,-4.70,region,"Andalusia, Spain"
Iberia_Andalusia_Early_Modern,37.50,-4.70,region,"Andalusia, Spain"
Iberia_Andalusia_High_Medieval,37.50,-4.70,region,"Andalusia, Spain"
Iberia_Andalusia_Late_Antiquity,37.50,-4.70,region,"Andalusia, Spain"
Iberia_Andalusia_Late_Antiquity-Early_Medieval_Visigoth,37.50,-4.70,region,"Andalusia, Spain"
Iberia_Andalusia_Late_Medieval,37.50,-4.70,region,"Andalusia, Spain"
Iberia_Andalusia_MLN,37.50,-4.70,region,"Andalusia, Spain"
Iberia_Andalusia_Mesolithic,37.50,-4.70,region,"Andalusia, Spain"
Iberia_Andalusia_UP_Solutrean_Cueva_del_Malalmuerzo,37.33,-3.78,site,"Cueva del Malalmuerzo, Moclin, Granada, Spain"
Iberia_Aragon_EN,41.60,-0.90,region,"Aragon, Spain"
Iberia_Aragon_MLN,41.60,-0.90,region,"Aragon, Spain"
Iberia_Asturias_CA,43.35,-5.85,region,"Asturias, Spain"
Iberia_Asturias_LBA,43.35,-5.85,region,"Asturias, Spain"
Iberia_Asturias_MBA,43.35,-5.85,region,"Asturias, Spain"
Iberia_Asturias_Mesolithic_Canes,43.32,-4.75,site,"Los Canes, Arangas, Asturias, Spain"
Iberia_Asturias_Mesolithic_El_Mazo,43.40,-4.83,site,"El Mazo, Llanes, Asturias, Spain"
Iberia_Asturias_Mesolithic_El_Toral,43.40,-4.75,site,"El Toral, Llanes, Asturias, Spain"
Iberia_Asturias_Mesolithic_Hou_Amieva,43.25,-5.10,site,"Amieva, Asturias, Spain"
Iberia_Cantabria_EBA,43.25,-4.05,region,"Cantabria, Spain"
Iberia_Cantabria_UP_Magdalenian_El_Miron,43.25,-3.45,site,"El Miron Cave, Ramales de la Victoria, Cantabria, Spain"
Iberia_Castile_and_Leon_Bell_Beaker,41.65,-4.72,region,"Castile and Leon, Spain"
Iberia_Castile_and_Leon_CA,41.65,-4.72,region,"Castile and Leon, Spain"
Iberia_Castile_and_Leon_EBA,41.65,-4.72,region,"Castile and Leon, Spain"
Iberia_Castile_and_Leon_EN,41.65,-4.72,region,"Castile and Leon, Spain"
Iberia_Castile_and_Leon_Early-High_Medieval,41.65,-4.72,region,"Castile and Leon, Spain"
Iberia_Castile_and_Leon_Early_Medieval,41.65,-4.72,region,"Castile and Leon, Spain"
Iberia_Castile_and_Leon_High_Medieval,41.65,-4.72,region,"Castile and Leon, Spain"
Iberia_Castile_and_Leon_LIA_Cantabri,42.90,-4.60,region,"Northern Palencia/Leon (Cantabri), Spain"
Iberia_Castile_and_Leon_MBA,41.65,-4.72,region,"Castile and Leon, Spain"
Iberia_Castile_and_Leon_MLN,41.65,-4.72,region,"Castile and Leon, Spain"
Iberia_Castile_and_Leon_Mesolithic_La_Brana,42.88,-5.28,site,"La Brana-Arintero, Leon, Spain"
Iberia_Castilla-La_Mancha_CA,39.50,-3.00,region,"Castilla-La Mancha, Spain"
Iberia_Castilla-La_Mancha_EBA,39.50,-3.00,region,"Castilla-La Mancha, Spain"
Iberia_Catalonia_Bell_Beaker,41.80,1.50,region,"Catalonia, Spain"
Iberia_Catalonia_CA,41.80,1.50,region,"Catalonia, Spain"
Iberia_Catalonia_Classical_Empuries,42.13,3.12,site,"Empuries, Girona, Catalonia, Spain"
Iberia_Catalonia_EBA,41.80,1.50,region,"Catalonia, Spain"
Iberia_Catalonia_Early_Medieval,41.80,1.50,region,"Catalonia, Spain"
Iberia_Catalonia_Early_Medieval_Empuries,42.13,3.12,site,"Empuries, Girona, Catalonia, Spain"
Iberia_Catalonia_Early_Medieval_Visigoth,41.80,1.50,region,"Catalonia, Spain"
Iberia_Catalonia_Early_Modern_Barcelona_Reapers'_War_Spanish_Soldier,41.39,2.17,site,"Barcelona, Catalonia, Spain"
Iberia_Catalonia_Hellenistic_Empuries,42.13,3.12,site,"Empuries, Girona, Catalonia, Spain"
Iberia_Catalonia_High_Medieval,41.80,1.50,region,"Catalonia, Spain"
Iberia_Catalonia_IA,41.80,1.50,region,"Catalonia, Spain"
Iberia_Catalonia_IA-Classical_Empuries,42.13,3.12,site,"Empuries, Girona, Catalonia, Spain"
Iberia_Catalonia_Late_Medieval,41.80,1.50,region,"Catalonia, Spain"
Iberia_Catalonia_MLN,41.80,1.50,region,"Catalonia, Spain"
Iberia_Catalonia_Roman_Empire-Late_Antiquity_Empuries,42.13,3.12,site,"Empuries, Girona, Catalonia, Spain"
Iberia_Catalonia_Roman_Empire_Empuries,42.13,3.12,site,"Empuries, Girona, Catalonia, Spain"
Iberia_Catalonia_UP_Azilian,42.10,2.70,guess,"Girona province, Catalonia, Spain"
Iberia_Catalonia_UP_Gravettian_Serinya,42.16,2.75,site,"Serinya, Girona, Catalonia, Spain"
Iberia_Galicia_Early_Medieval,42.80,-8.00,region,"Galicia, Spain"
Iberia_Galicia_Mesolithic,42.80,-8.00,region,"Galicia, Spain"
Iberia_Gibraltar_EBA,36.14,-5.35,site,"Gibraltar"
Iberia_Gibraltar_EN,36.14,-5.35,site,"Gibraltar"
Iberia_La_Rioja_BA,42.30,-2.50,region,"La Rioja, Spain"
Iberia_La_Rioja_EBA,42.30,-2.50,region,"La Rioja, Spain"
Iberia_Madrid_Bell_Beaker,40.42,-3.70,region,"Madrid, Spain"
Iberia_Madrid_CA,40.42,-3.70,region,"Madrid, Spain"
Iberia_Madrid_EBA,40.42,-3.70,region,"Madrid, Spain"
Iberia_Murcia_CA,38.00,-1.50,region,"Murcia, Spain"
Iberia_Murcia_EBA_Argaric_Early_Almoloya,37.80,-1.45,site,"La Almoloya, Pliego, Murcia, Spain"
Iberia_Murcia_EBA_Argaric_Early_Bastida,37.75,-1.55,site,"La Bastida, Totana, Murcia, Spain"
Iberia_Murcia_EBA_Argaric_Late_Almoloya,37.80,-1.45,site,"La Almoloya, Pliego, Murcia, Spain"
Iberia_Murcia_EBA_Argaric_Late_Bastida,37.75,-1.55,site,"La Bastida, Totana, Murcia, Spain"
Iberia_Murcia_EBA_Argaric_Late_Cerro_del_Morron,38.45,-1.35,guess,"Cerro del Morron, Jumilla, Murcia, Spain"
Iberia_Murcia_EBA_Argaric_Late_Zapateria,37.68,-1.70,guess,"Zapateria, Lorca, Murcia, Spain"
Iberia_Murcia_EBA_Proto-Argaric_Molinos_del_Papel,38.10,-1.87,site,"Molinos del Papel, Caravaca de la Cruz, Murcia, Spain"
Iberia_Navarre_EIA,42.70,-1.65,region,"Navarre, Spain"
Iberia_Pais_Vasco_CA,43.00,-2.60,region,"Basque Country, Spain"
Iberia_Pais_Vasco_EBA,43.00,-2.60,region,"Basque Country, Spain"
Iberia_Pais_Vasco_IA_Celtiberian,43.00,-2.60,region,"Basque Country, Spain"
Iberia_Pais_Vasco_LBA,43.00,-2.60,region,"Basque Country, Spain"
Iberia_Pais_Vasco_MBA,43.00,-2.60,region,"Basque Country, Spain"
Iberia_Pais_Vasco_MLN,43.00,-2.60,region,"Basque Country, Spain"
Iberia_Portugal_Bell_Beaker,38.80,-9.20,country,"Estremadura, Portugal"
Iberia_Portugal_CA,38.80,-9.20,country,"Estremadura, Portugal"
Iberia_Portugal_EN_Cardial,39.00,-9.20,country,"Estremadura, Portugal"
Iberia_Portugal_Early_Medieval_Monte_da_Nora,38.85,-7.30,site,"Monte da Nora, Elvas, Alentejo, Portugal"
Iberia_Portugal_LNCA,38.80,-9.20,country,"Estremadura, Portugal"
Iberia_Portugal_Late_Antiquity-Early_Medieval_Miroico,38.72,-9.30,guess,"Miroico, Sintra area, Portugal"
Iberia_Portugal_Late_Antiquity_Conimbriga,40.10,-8.50,site,"Conimbriga, Condeixa-a-Nova, Portugal"
Iberia_Portugal_Late_Antiquity_Miroico,38.72,-9.30,guess,"Miroico, Sintra area, Portugal"
Iberia_Portugal_MBA,39.50,-8.00,country,"Portugal"
Iberia_Portugal_MN,39.50,-8.00,country,"Portugal"
Iberia_Portugal_Mesolithic,39.05,-8.75,country,"Muge, Tagus valley, Portugal"
Iberia_Valencia_CA,39.50,-0.60,region,"Valencian Community, Spain"
Iberia_Valencia_EBA,39.50,-0.60,region,"Valencian Community, Spain"
Iberia_Valencia_EN,39.50,-0.60,region,"Valencian Community, Spain"
Iberia_Valencia_High_Medieval,39.50,-0.60,region,"Valencian Community, Spain"
Iberia_Valencia_IA,39.50,-0.60,region,"Valencian Community, Spain"
Iberia_Valencia_LBA,39.50,-0.60,region,"Valencian Community, Spain"
Iberia_Valencia_Late_Medieval,39.50,-0.60,region,"Valencian Community, Spain"
Iberia_Valencia_MLN,39.50,-0.60,region,"Valencian Community, Spain"
Iberia_Valencia_Mesolithic_Casa_Corona,38.63,-0.87,site,"Casa Corona, Villena, Alicante, Spain"
Iberia_Valencia_Mesolithic_Santa_Maira,38.72,-0.20,site,"Coves de Santa Maira, Castell de Castells, Alicante, Spain"
Iceland_Early-High_Medieval_Viking_Age_Hofstadir,65.62,-17.00,site,"Hofstadir, Myvatn, Iceland"
Iceland_Early_Medieval_Viking_Age,64.15,-21.90,country,"Iceland"
Iceland_Early_Modern,64.15,-21.90,country,"Iceland"
Iceland_High_Medieval,64.15,-21.90,country,"Iceland"
Iceland_Late_Medieval,64.15,-21.90,country,"Iceland"
India_Uttarakhand_Early_Medieval_Roopkund_c.800CE,30.26,79.73,site,"Roopkund Lake, Uttarakhand, India"
India_Uttarakhand_Late_Modern_Roopkund,30.26,79.73,site,"Roopkund Lake, Uttarakhand, India"
Indonesia_Flores_LIA_Liang_Toge,-8.65,119.85,guess,"Liang Toge, Warloka, Flores, Indonesia"
Indonesia_Flores_N-Proto-Metallic_Liang_Bua,-8.53,120.45,site,"Liang Bua, Flores, Indonesia"
Indonesia_Kayoa_N_Gua_Uattamdi,0.05,127.40,site,"Uattamdi, Kayoa Island, North Maluku, Indonesia"
Indonesia_Komodo_High_Medieval_Majapahit_Ntodo_Leseh,-8.55,119.50,guess,"Ntodo Leseh, Komodo Island, Indonesia"
Indonesia_Morotai_EBA_Aru_Manara,2.30,128.40,guess,"Aru Manara, Morotai, North Maluku, Indonesia"
Indonesia_Morotai_N-EBA_Tanjung_Pinang,2.20,128.30,guess,"Tanjung Pinang, Morotai, North Maluku, Indonesia"
Indonesia_Pantar_Late_Medieval_Majapahit_Jareng_Bori,-8.40,124.10,guess,"Jareng Bori, Pantar, Alor, Indonesia"
Indonesia_Sulawesi_Early-Late_Modern_Topogaro,-2.20,121.40,guess,"Topogaro, Morowali, Central Sulawesi, Indonesia"
Indonesia_Sulawesi_Toalean_Leang_Panninge,-5.00,119.75,site,"Leang Panninge, Maros, South Sulawesi, Indonesia"
Indonesia_Sumatra_LNBA-IA_Loyang_Ujung,4.65,96.85,site,"Loyang Ujung Karang, Aceh Tengah, Sumatra, Indonesia"
Ingushetia_MBA_Arkhon-Kudakhurt,43.20,45.00,guess,"Ingushetia, Russia"
Iran_CA_Hajji_Firuz,36.98,45.48,site,"Hajji Firuz Tepe, West Azerbaijan, Iran"
Iran_CA_Seh_Gabi,34.42,47.90,site,"Seh Gabi, Kangavar, Kermanshah, Iran"
Iran_CA_Tepe_Hissar,36.15,54.35,site,"Tepe Hissar, Damghan, Semnan, Iran"
Iran_EBA_Ghal-e_Ben,37.20,49.60,guess,"Qaleh Ben, Gilan, Iran"
Iran_EBA_Hajji_Firuz,36.98,45.48,site,"Hajji Firuz Tepe, West Azerbaijan, Iran"
Iran_EBA_Shahr-i-Sokhta,30.60,61.33,site,"Shahr-i Sokhta, Sistan, Iran"
Iran_EBA_Tepe_Hissar,36.15,54.35,site,"Tepe Hissar, Damghan, Semnan, Iran"
Iran_IA_Dinkha_Tepe,36.85,45.35,site,"Dinkha Tepe, West Azerbaijan, Iran"
Iran_IA_Hajji_Firuz,36.98,45.48,site,"Hajji Firuz Tepe, West Azerbaijan, Iran"
Iran_IA_Hasanlu,37.00,45.46,site,"Hasanlu, West Azerbaijan, Iran"
Iran_LBA_Dinkha_Tepe,36.85,45.35,site,"Dinkha Tepe, West Azerbaijan, Iran"
Iran_LBA_Hasanlu,37.00,45.46,site,"Hasanlu, West Azerbaijan, Iran"
Iran_LCA-EBA_Shah_Tepe,36.90,54.30,site,"Shah Tepe, Gorgan, Golestan, Iran"
Iran_LN_Seh_Gabi,34.42,47.90,site,"Seh Gabi, Kangavar, Kermanshah, Iran"
Iran_MBA-IA_Dinkha_Tepe,36.85,45.35,site,"Dinkha Tepe, West Azerbaijan, Iran"
Iran_MBA_Dinkha_Tepe,36.85,45.35,site,"Dinkha Tepe, West Azerbaijan, Iran"
Iran_MBA_Hasanlu,37.00,45.46,site,"Hasanlu, West Azerbaijan, Iran"
Iran_MBA_Tepe_Hissar,36.15,54.35,site,"Tepe Hissar, Damghan, Semnan, Iran"
Iran_Medieval_Ganj_Dareh,34.45,47.45,site,"Ganj Dareh, Kermanshah, Iran"
Iran_Mesolithic_Belt_Cave,36.75,53.50,site,"Belt Cave (Ghar-e Kamarband), Behshahr, Mazandaran, Iran"
Iran_Mesolithic_Hotu,36.75,53.50,site,"Hotu Cave, Behshahr, Mazandaran, Iran"
Iran_N_Ganj_Dareh,34.45,47.45,site,"Ganj Dareh, Kermanshah, Iran"
Iran_N_Tepe_Abdul_Hosein,33.90,48.10,site,"Tepe Abdul Hosein, Lorestan, Iran"
Iran_N_Tepe_Guran,33.80,47.10,site,"Tepe Guran, Hulailan, Lorestan, Iran"
Iran_N_Wezmeh_Cave,34.30,46.90,site,"Wezmeh Cave, Kermanshah, Iran"
Ireland_EBA,53.40,-7.90,country,"Ireland"
Ireland_EN,53.40,-7.90,country,"Ireland"
Ireland_ENMN,53.40,-7.90,country,"Ireland"
Ireland_Early-High_Medieval_Kilteasheen,53.98,-8.08,site,"Kilteasheen, Roscommon, Ireland"
Ireland_Early_Medieval_Viking_Age_Ballyhanna,54.50,-8.18,site,"Ballyhanna, Ballyshannon, Donegal, Ireland"
Ireland_Early_Medieval_Viking_Age_Dublin,53.35,-6.26,site,"Dublin, Ireland"
Ireland_Early_Medieval_Viking_Age_Eyrephort,53.52,-10.13,site,"Eyrephort, Connemara, Galway, Ireland"
Ireland_High_Medieval_Ballyhanna,54.50,-8.18,site,"Ballyhanna, Ballyshannon, Donegal, Ireland"
Ireland_LN,53.40,-7.90,country,"Ireland"
Ireland_MN,53.40,-7.90,country,"Ireland"
Ireland_Megalithic,53.40,-7.90,country,"Ireland"
Ireland_Mesolithic,53.40,-7.90,country,"Ireland"
Irkutsk_BA_Anosovo,54.20,103.20,guess,"Anosovo, Angara valley, Irkutsk Oblast, Russia"
Irkutsk_BA_Podostrozhnoe,55.00,102.00,guess,"Podostrozhnoe, Angara valley, Irkutsk Oblast, Russia"
Irkutsk_BA_Shishkino,53.95,106.10,site,"Shishkino, Upper Lena, Irkutsk Oblast, Russia"
Irkutsk_BA_Silinskij,52.50,104.00,guess,"Silinskij, Irkutsk Oblast, Russia"
Irkutsk_BA_Ust-Dolgoe,54.10,106.30,guess,"Ust-Dolgoe, Upper Lena, Irkutsk Oblast, Russia"
Irkutsk_BA_Zvjozdochka,52.80,104.20,guess,"Zvjozdochka, Irkutsk Oblast, Russia"
Irkutsk_EBA_Glazkovo,52.28,104.28,site,"Glazkovo, Irkutsk, Russia"
Irkutsk_EBA_Kurma,53.15,106.90,site,"Kurma, Little Sea, Lake Baikal, Russia"
Irkutsk_EBA_Shamanka,51.72,103.72,site,"Shamanka, Kultuk, Lake Baikal, Russia"
Irkutsk_EBA_Shumilikha,55.00,102.50,guess,"Shumilikha, Angara valley, Irkutsk Oblast, Russia"
Irkutsk_EBA_Sukhaja_Pad'_Buret',53.20,103.60,site,"Buret, Angara valley, Irkutsk Oblast, Russia"
Irkutsk_EBA_Ust-Ida,53.55,103.35,site,"Ust-Ida, Angara valley, Irkutsk Oblast, Russia"
Irkutsk_ENMN_Kachug,53.97,105.88,site,"Kachug, Upper Lena, Irkutsk Oblast, Russia"
Irkutsk_ENMN_Lokomotiv,52.29,104.27,site,"Lokomotiv, Irkutsk, Russia"
Irkutsk_ENMN_Shamanka,51.72,103.72,site,"Shamanka, Kultuk, Lake Baikal, Russia"
Irkutsk_ENMN_Stepno-Baltaiskii,53.00,103.00,guess,"Stepno-Baltaiskii, Angara valley, Irkutsk Oblast, Russia"
Irkutsk_EN_Angara,53.00,103.50,region,"Angara valley, Irkutsk Oblast, Russia"
Irkutsk_EN_Iushino,53.00,103.50,guess,"Iushino, Angara valley, Irkutsk Oblast, Russia"
Irkutsk_EN_Kitoi_Sosnovyi_Mys,53.20,103.50,guess,"Sosnovyi Mys, Angara valley, Irkutsk Oblast, Russia"
Irkutsk_EN_Lokomotiv,52.29,104.27,site,"Lokomotiv, Irkutsk, Russia"
