label,lat,lon,precision,place
Chukotka_Old_Bering_Sea_Ekven,66.16,-169.75,site,"Ekven, Chukotka, Russia"
Chukotka_Old_Bering_Sea_Uelen,66.16,-169.81,site,"Uelen, Chukotka, Russia"
Crimea_Hellenistic-Roman_Empire_Scythian_Maslyny,45.52,32.90,site,"Maslyny, north-western Crimea"
Crimea_Late_Antiquity,45.30,34.40,region,Crimea
Croatia_CA,45.50,16.00,country,Croatia
Croatia_CA_Kostolac,45.35,19.00,region,"eastern Slavonia (Vukovar area), Croatia"
Croatia_CA_Lasinja,45.55,15.65,site,"Lasinja, Karlovac County, Croatia"
Croatia_CA_Vucedol,45.33,19.05,site,"Vucedol, near Vukovar, Croatia"
Croatia_EBA,45.50,16.00,country,Croatia
Croatia_EIA-LIA_Sveti_Kriz_Brdovecki,45.85,15.72,site,"Sveti Kriz Brdovecki, Zagreb County, Croatia"
Croatia_EIA_Jazinka,44.90,15.60,guess,"Jazinka cave, Lika, Croatia"
Croatia_EIA_Mala_Metaljka,44.70,15.50,guess,"Mala Metaljka, Lika, Croatia"
Croatia_EIA_Skradnik,45.20,15.30,site,"Skradnik, Josipdol, Karlovac County, Croatia"
Croatia_EIA_Smiljan,44.57,15.30,site,"Smiljan, near Gospic, Lika, Croatia"
Croatia_EIA_Sveti_Kriz_Brdovecki,45.85,15.72,site,"Sveti Kriz Brdovecki, Zagreb County, Croatia"
Croatia_EIA_Velim-Kosa,43.94,15.66,site,"Velim-Kosa, near Stankovci, Dalmatia, Croatia"
Croatia_EMBA_Cetina,43.72,16.72,region,"Cetina valley, Dalmatia, Croatia"
Croatia_EN_Starcevo,45.40,18.50,region,"Slavonia, Croatia"
Croatia_Early_Medieval_(Byzantine)_Gardun,43.62,16.72,site,"Gardun (Tilurium), near Trilj, Dalmatia, Croatia"
Croatia_Early_Medieval_(Byzantine)_Novo_Selo-Bunje,43.30,16.65,site,"Novo Selo Bunje, Brac island, Croatia"
Croatia_Early_Medieval_(Byzantine)_Trogir,43.52,16.25,site,"Trogir, Dalmatia, Croatia"
Croatia_Early_Medieval_Avar_Period_Late_Nustar,45.34,18.87,site,"Nustar, Vukovar-Srijem County, Croatia"
Croatia_Early_Medieval_Avar_Period_Middle/Late_Jagodnjak,45.70,18.60,site,"Jagodnjak, Osijek-Baranja County, Croatia"
Croatia_Early_Medieval_Brekinjova_Kosa,45.29,15.98,guess,"Brekinjova Kosa, near Topusko, Croatia"
Croatia_Early_Medieval_Cepinski-Martinci,45.53,18.51,site,"Cepinski Martinci, Osijek-Baranja County, Croatia"
Croatia_Early_Medieval_Sipar,45.45,13.53,site,"Sipar, near Umag, Istria, Croatia"
Croatia_Early_Modern_Gornji_Kosinj,44.77,15.30,site,"Gornji Kosinj, Lika, Croatia"
Croatia_Early_Modern_Lepoglava_Hunyadi_Family,46.21,16.03,site,"Lepoglava, Varazdin County, Croatia"
Croatia_Early_Modern_Vinkovci,45.29,18.80,site,"Vinkovci, Croatia"
Croatia_High_Medieval-Early_Modern_Torcec,46.20,16.85,site,"Torcec, near Koprivnica, Croatia"
Croatia_High_Medieval_Gornji_Kosinj,44.77,15.30,site,"Gornji Kosinj, Lika, Croatia"
Croatia_LBA-EIA_Liburnian_Velim-Kosa,43.94,15.66,site,"Velim-Kosa, near Stankovci, Dalmatia, Croatia"
Croatia_LBA_Velim-Kosa,43.94,15.66,site,"Velim-Kosa, near Stankovci, Dalmatia, Croatia"
Croatia_LIA_La_Tene_Osijek,45.55,18.69,site,"Osijek, Croatia"
Croatia_LIA_Sveti_Kriz_Brdovecki,45.85,15.72,site,"Sveti Kriz Brdovecki, Zagreb County, Croatia"
Croatia_LIA_Velim-Kosa,43.94,15.66,site,"Velim-Kosa, near Stankovci, Dalmatia, Croatia"
Croatia_LN_Starcevo,45.40,18.50,region,"Slavonia, Croatia"
Croatia_Late_Antiquity-Early_Medieval_Gardun,43.62,16.72,site,"Gardun (Tilurium), near Trilj, Dalmatia, Croatia"
Croatia_Late_Antiquity-Early_Medieval_Mirine-Fulfinum,45.22,14.55,site,"Mirine-Fulfinum, Omisalj, Krk island, Croatia"
Croatia_Late_Antiquity-Early_Medieval_Scitarjevo,45.75,16.10,site,"Scitarjevo (Andautonia), near Velika Gorica, Croatia"
Croatia_Late_Antiquity-Early_Medieval_Trogir,43.52,16.25,site,"Trogir, Dalmatia, Croatia"
Croatia_Late_Antiquity-Early_Medieval_Velic,43.63,16.75,guess,"Velic, near Trilj, Dalmatia, Croatia"
Croatia_Late_Antiquity_Beli_Manastir-Popova-zemlja,45.77,18.61,site,"Beli Manastir, Baranja, Croatia"
Croatia_Late_Antiquity_Beli_Manastir-Popova_zemlja,45.77,18.61,site,"Beli Manastir, Baranja, Croatia"
Croatia_Late_Antiquity_Hvar_Radosevic,43.17,16.44,site,"Hvar island, Dalmatia, Croatia"
Croatia_Late_Antiquity_Scitarjevo,45.75,16.10,site,"Scitarjevo (Andautonia), near Velika Gorica, Croatia"
Croatia_Late_Antiquity_Sisak,45.49,16.37,site,"Sisak (Siscia), Croatia"
Croatia_MBA,45.50,16.00,country,Croatia
Croatia_MBA_Posusje,43.47,17.32,site,"Posusje, western Herzegovina (Posusje culture)"
Croatia_MBA_Southern_Danubian_Encrusted_Pottery,45.50,18.70,region,"eastern Slavonia, Croatia"
Croatia_MLBA_Bezdanjaca,44.83,15.42,site,"Bezdanjaca cave, Vrhovine, Lika, Croatia"
Croatia_MLBA_Gudnja,42.90,17.45,site,"Gudnja cave, Peljesac, Croatia"
Croatia_MLBA_Matkovici,42.87,17.65,guess,"Matkovici, southern Dalmatia, Croatia"
Croatia_MLBA_Musego,43.40,17.40,guess,"Musego, Dalmatian hinterland, Croatia"
Croatia_MLBA_Velim-Kosa,43.94,15.66,site,"Velim-Kosa, near Stankovci, Dalmatia, Croatia"
Croatia_MN_Sopot,45.28,18.78,site,"Sopot, near Vinkovci, Croatia"
Croatia_Mesolithic_Vela_Spila,42.96,16.71,site,"Vela Spila, Vela Luka, Korcula, Croatia"
Croatia_N_Cardial,43.70,16.00,region,"Dalmatian coast, Croatia"
Croatia_N_Impressa,43.70,16.00,region,"Dalmatian coast, Croatia"
Croatia_Roman_Empire-Late_Antiquity_Osijek,45.55,18.69,site,"Osijek (Mursa), Croatia"
Croatia_Roman_Empire-Late_Antiquity_Trogir,43.52,16.25,site,"Trogir, Dalmatia, Croatia"
Croatia_Roman_Empire-Late_Antiquity_Zadar,44.12,15.23,site,"Zadar (Iader), Croatia"
Croatia_Roman_Empire_Trogir,43.52,16.25,site,"Trogir, Dalmatia, Croatia"
Croatia_Roman_Empire_Zadar,44.12,15.23,site,"Zadar (Iader), Croatia"
Cuba_Archaic,21.50,-78.80,country,Cuba
Cuba_Archaic-Ceramic,21.50,-78.80,country,Cuba
Cuba_Ceramic,21.50,-78.80,country,Cuba
Curacao_Ceramic,12.17,-68.99,country,Curacao
Czechia_Bell_Beaker_Early,50.10,14.40,region,"Bohemia, Czechia"
Czechia_Bell_Beaker_Late,50.10,14.40,region,"Bohemia, Czechia"
Czechia_CA,49.80,15.00,country,Czechia
Czechia_CA_Baden,49.20,16.60,region,"Moravia, Czechia"
Czechia_CA_Rivnac,50.16,14.36,site,"Rivnac hill, near Levy Hradec, Bohemia, Czechia"
Czechia_Corded_Ware_Early,50.10,14.40,region,"Bohemia, Czechia"
Czechia_Corded_Ware_Late,50.10,14.40,region,"Bohemia, Czechia"
Czechia_EBA_Unetice,50.15,14.35,site,"Unetice, near Prague, Czechia"
Czechia_EBA_Unetice_Classic,50.15,14.35,site,"Unetice, near Prague, Czechia"
Czechia_EBA_Unetice_Pre-Classic,50.15,14.35,site,"Unetice, near Prague, Czechia"
Czechia_EIA_Hallstatt_Bylany,49.93,15.20,site,"Bylany, Kutna Hora, Czechia"
Czechia_EN_LBK,50.10,14.40,region,"Bohemia, Czechia"
Czechia_Early_Medieval_Breclav-Libiva,48.76,16.88,site,"Breclav-Libiva, South Moravia, Czechia"
Czechia_Early_Medieval_Early_Slav_Brandysek,50.19,14.19,site,"Brandysek, Kladno, Czechia"
Czechia_Early_Medieval_Early_Slav_Pohansko,48.72,16.89,site,"Pohansko, near Breclav, Czechia"
Czechia_IA_La_Tene,50.10,14.40,region,"Bohemia, Czechia"
Czechia_IUP_Zlaty_kun,49.91,14.07,site,"Zlaty kun, Koneprusy, Czechia"
Czechia_LBA_Urnfield_Knoviz,50.22,14.13,site,"Knoviz, near Slany, Czechia"
Czechia_LBA_Veterov,49.03,17.02,site,"Veterov, South Moravia, Czechia"
Czechia_LN_Funnelbeaker_(TRB),50.10,14.40,region,"Bohemia, Czechia"
Czechia_LN_Funnelbeaker_(TRB)_Baalberge,50.10,14.40,region,"Bohemia, Czechia"
Czechia_LN_Funnelbeaker_(TRB)_Baalberge/Sirem,50.10,14.40,region,"Bohemia, Czechia"
Czechia_LN_Funnelbeaker_(TRB)_Michelsberg/Baalberge,50.10,14.40,region,"Bohemia, Czechia"
Czechia_LN_Funnelbeaker_(TRB)_Sirem,50.10,14.40,region,"Bohemia, Czechia"
Czechia_MBA_Tumulus,49.70,14.00,region,"southern Bohemia, Czechia"
Czechia_MN,50.10,14.40,region,"Bohemia, Czechia"
Czechia_MN_Stroked_Pottery,50.10,14.40,region,"Bohemia, Czechia"
Czechia_N_Globular_Amphora,49.80,15.50,country,Czechia
Czechia_Proto-CA_Jordanow,50.10,14.40,guess,"Bohemia, Czechia (Jordanow culture)"
Czechia_UP_Gravettian_Vestonice,48.89,16.64,site,"Dolni Vestonice, South Moravia, Czechia"
Dagestan_EBA_Kura-Araxes_Velikent,42.15,48.15,site,"Velikent, Derbent district, Dagestan, Russia"
Dagestan_MBA_Ginchi,42.45,46.75,guess,"Ginchi, mountainous Dagestan, Russia"
Democratic_Republic_of_the_Congo_Kindoki_230BP,-5.25,15.00,site,"Kindoki, Mbanza Nzundu, Kongo Central, DR Congo"
Democratic_Republic_of_the_Congo_Ngongo_Mbata_220BP,-5.42,15.15,site,"Ngongo Mbata, Kongo Central, DR Congo"
Denmark_EBA_Nordic_Bronze_Age,56.00,9.50,country,Denmark
Denmark_EN,56.00,9.50,country,Denmark
Denmark_EN-MN_A,56.00,9.50,country,Denmark
Denmark_Early_Medieval_Viking_Age_Funen,55.30,10.40,district,"Funen, Denmark"
Denmark_Early_Medieval_Viking_Age_Jutland,56.20,9.50,region,"Jutland, Denmark"
Denmark_Early_Medieval_Viking_Age_Langeland,54.90,10.80,district,"Langeland, Denmark"
Denmark_Early_Medieval_Viking_Age_Zealand,55.50,11.80,region,"Zealand, Denmark"
Denmark_Early_Modern_Aalborg,57.05,9.92,site,"Aalborg, Denmark"
Denmark_High-Late_Medieval_Aalborg,57.05,9.92,site,"Aalborg, Denmark"
Denmark_High_Medieval-Early_Modern_Aalborg,57.05,9.92,site,"Aalborg, Denmark"
Denmark_High_Medieval_Aalborg,57.05,9.92,site,"Aalborg, Denmark"
Denmark_High_Medieval_Copenhagen,55.68,12.57,site,"Copenhagen, Denmark"
Denmark_High_Medieval_Holbaek,55.72,11.71,site,"Holbaek, Zealand, Denmark"
Denmark_High_Medieval_Randers,56.46,10.04,site,"Randers, Jutland, Denmark"
Denmark_IA_Jutland,56.20,9.50,region,"Jutland, Denmark"
Denmark_IA_Zealand,55.50,11.80,region,"Zealand, Denmark"
Denmark_LBA_Nordic_Bronze_Age,56.00,9.50,country,Denmark
Denmark_LN,56.00,9.50,country,Denmark
Denmark_LNBA_Zealand,55.50,11.80,region,"Zealand, Denmark"
Denmark_Late_Medieval-Early_Modern_Holbaek,55.72,11.71,site,"Holbaek, Zealand, Denmark"
Denmark_Late_Medieval_Aalborg,57.05,9.92,site,"Aalborg, Denmark"
Denmark_Late_Medieval_Holbaek,55.72,11.71,site,"Holbaek, Zealand, Denmark"
Denmark_Late_Medieval_Randers,56.46,10.04,site,"Randers, Jutland, Denmark"
Denmark_Late_Mesolithic-EN_Syltholm,54.68,11.35,site,"Syltholm, Lolland, Denmark"
Denmark_MBA_Nordic_Bronze_Age_Zealand,55.50,11.80,region,"Zealand, Denmark"
Denmark_MN_A,56.00,9.50,country,Denmark
Denmark_MN_A_Funnelbeaker_(TRB),56.00,9.50,country,Denmark
Denmark_MN_A_Pitted_Ware,56.00,9.50,country,Denmark
Denmark_MN_B,56.00,9.50,country,Denmark
Denmark_MN_B_Funnelbeaker_(TRB),56.00,9.50,country,Denmark
Denmark_Mesolithic_Bjornsholm,56.90,9.35,site,"Bjornsholm, Himmerland, Denmark"
Denmark_Mesolithic_Bodal_K,55.55,11.45,site,"Bodal K, Amose bog, Zealand, Denmark"
Denmark_Mesolithic_Dragsholm,55.75,11.40,site,"Dragsholm, Zealand, Denmark"
Denmark_Mesolithic_Ertebolle,56.80,9.13,site,"Ertebolle, Limfjord, Denmark"
Denmark_Mesolithic_Fannerup,56.42,10.65,site,"Fannerup, Djursland, Denmark"
Denmark_Mesolithic_Henriksholm-Bogebakken,55.85,12.55,site,"Henriksholm-Bogebakken, Vedbaek, Zealand, Denmark"
Denmark_Mesolithic_Koed,56.42,10.60,site,"Koed, Djursland, Denmark"
Denmark_Mesolithic_Koelbjerg,55.42,10.15,site,"Koelbjerg, Funen, Denmark"
Denmark_Mesolithic_Koge_Sonakke,55.44,12.20,site,"Koge Sonakke, Zealand, Denmark"
Denmark_Mesolithic_Kongemose,55.55,11.45,site,"Kongemose, Amose, Zealand, Denmark"
Denmark_Mesolithic_Kongemose_Orehoved_Sejlrende,54.95,11.85,site,"Orehoved, Falster, Denmark"
Denmark_Mesolithic_Kongemose_Ronsten,55.60,11.30,guess,"Ronsten, Zealand, Denmark"
Denmark_Mesolithic_Kongemose_Vedbaek_Boldbaner,55.85,12.55,site,"Vedbaek Boldbaner, Zealand, Denmark"
Denmark_Mesolithic_Korsor_Nor,55.33,11.15,site,"Korsor Nor, Zealand, Denmark"
Denmark_Mesolithic_Lango_Skaldynge,54.87,11.10,guess,"Lango, near Nakskov, Lolland, Denmark"
Denmark_Mesolithic_Nederst,56.38,10.62,site,"Nederst, Djursland, Denmark"
Denmark_Mesolithic_Norsminde,56.02,10.25,site,"Norsminde, eastern Jutland, Denmark"
Denmark_Mesolithic_Rodhals,56.40,10.55,guess,"Rodhals, Djursland, Denmark"
Denmark_Mesolithic_Solager,55.95,11.95,site,"Solager, Halsnaes, Zealand, Denmark"
Denmark_Mesolithic_Stroby_Groftemark,55.42,12.25,site,"Stroby, Zealand, Denmark"
Denmark_Mesolithic_Tudse_Hage,55.72,11.45,site,"Tudse Hage, near Holbaek, Zealand, Denmark"
Denmark_Mesolithic_Tybrind_Vig,55.40,9.85,site,"Tybrind Vig, western Funen, Denmark"
Denmark_Single_Grave,56.20,9.30,region,"Jutland, Denmark"
Denmark_Single_Grave-LN,56.20,9.30,region,"Jutland, Denmark"
Dominican_Republic_Archaic,18.75,-70.20,country,Dominican Republic
Dominican_Republic_Ceramic,18.75,-70.20,country,Dominican Republic
Egypt_Hellenistic-Roman_Empire_Abusir-el_Meleq,29.25,31.10,site,"Abusir el-Meleq, Beni Suef, Egypt"
Egypt_Late_Period_Abusir-el_Meleq,29.25,31.10,site,"Abusir el-Meleq, Beni Suef, Egypt"
England_Bell_Beaker,52.40,-1.50,country,England
England_CA-EBA,52.40,-1.50,country,England
England_EBA,52.40,-1.50,country,England
England_EIA,52.40,-1.50,country,England
England_EMBA,52.40,-1.50,country,England
England_EN,52.40,-1.50,country,England
England_Early-High_Medieval_Cambridgeshire_Cherry_Hinton,52.19,0.17,site,"Cherry Hinton, Cambridge, England"
England_Early_Medieval_Anglian_Hollow_Banks,54.38,-1.62,site,"Hollow Banks, Catterick, North Yorkshire, England"
England_Early_Medieval_Anglo-Saxon_Apple_Down,50.93,-0.83,site,"Apple Down, West Sussex, England"
England_Early_Medieval_Anglo-Saxon_Barrington,52.13,0.02,site,"Barrington, Cambridgeshire, England"
England_Early_Medieval_Anglo-Saxon_Dover_Buckland,51.14,1.30,site,"Buckland, Dover, Kent, England"
England_Early_Medieval_Anglo-Saxon_Eastry_Updown,51.24,1.31,site,"Eastry Updown, Kent, England"
England_Early_Medieval_Anglo-Saxon_Edix_Hill,52.13,0.03,site,"Edix Hill, Barrington, Cambridgeshire, England"
England_Early_Medieval_Anglo-Saxon_Ely,52.40,0.26,site,"Ely, Cambridgeshire, England"
England_Early_Medieval_Anglo-Saxon_Hartlepool,54.69,-1.21,site,"Hartlepool, County Durham, England"
England_Early_Medieval_Anglo-Saxon_Hatherdene_Close,52.19,0.16,site,"Hatherdene Close, Cherry Hinton, Cambridge, England"
England_Early_Medieval_Anglo-Saxon_Hinxton,52.08,0.19,site,"Hinxton, Cambridgeshire, England"
England_Early_Medieval_Anglo-Saxon_Lakenheath,52.41,0.53,site,"Lakenheath, Suffolk, England"
England_Early_Medieval_Anglo-Saxon_Linton,52.10,0.28,site,"Linton, Cambridgeshire, England"
England_Early_Medieval_Anglo-Saxon_Norton,54.58,-1.31,site,"Norton-on-Tees, County Durham, England"
England_Early_Medieval_Anglo-Saxon_Oakington,52.28,0.05,site,"Oakington, Cambridgeshire, England"
England_Early_Medieval_Anglo-Saxon_Polhill,51.30,0.15,site,"Polhill, Kent, England"
England_Early_Medieval_Anglo-Saxon_Ribblesdale,54.05,-2.35,district,"Ribblesdale, North Yorkshire, England"
England_Early_Medieval_Anglo-Saxon_Rookery_Hill,50.78,0.13,site,"Rookery Hill, Bishopstone, East Sussex, England"
England_Early_Medieval_Anglo-Saxon_Sedgeford,52.90,0.55,site,"Sedgeford, Norfolk, England"
England_Early_Medieval_Anglo-Saxon_West_Heslerton,54.15,-0.55,site,"West Heslerton, North Yorkshire, England"
England_Early_Medieval_Anglo-Saxon_Wolverton,52.07,-0.80,site,"Wolverton, Milton Keynes, England"
England_Early_Medieval_Crantock,50.41,-5.11,site,"Crantock, Cornwall, England"
England_Early_Medieval_Fox_Holes_Cave,53.17,-1.78,guess,"Fox Hole Cave, High Wheeldon, Derbyshire, England"
England_Early_Medieval_Viking_Age_Oxford,51.75,-1.26,site,"Oxford, England"
England_Early_Medieval_Viking_Age_Ridgeway_Hill,50.65,-2.42,site,"Ridgeway Hill, Weymouth, Dorset, England"
England_Early_Medieval_Widemouth_Bay,50.79,-4.55,site,"Widemouth Bay, Cornwall, England"
England_Early_Medieval_Worth_Matravers,50.60,-2.04,site,"Worth Matravers, Dorset, England"
England_Early_Modern_Cambridgeshire_Hemingford_Grey_Quaker,52.31,-0.10,site,"Hemingford Grey, Cambridgeshire, England"
England_High-Late_Medieval_Cambridgeshire_All_Saints,52.21,0.12,site,"All Saints, Cambridge, England"
England_High-Late_Medieval_Cambridgeshire_Hospital_of_St._John,52.20,0.12,site,"Hospital of St John, Cambridge, England"
England_High_Medieval-Early_Modern_Cambridgeshire_Clopton,52.13,-0.09,site,"Clopton, Cambridgeshire, England"
England_High_Medieval_Cambridgeshire_Hospital_of_St._John,52.20,0.12,site,"Hospital of St John, Cambridge, England"
England_High_Medieval_Lincoln,53.23,-0.54,site,"Lincoln, England"
England_High_Medieval_Tzarfati_Jew_Norwich,52.63,1.30,site,"Norwich, Norfolk, England"
England_IA,52.40,-1.50,country,England
England_LBA,52.40,-1.50,country,England
England_LIA,52.40,-1.50,country,England
England_LIA-Roman_Empire,52.40,-1.50,country,England
England_LIA-Roman_Empire_Durotrigian,50.75,-2.35,region,"Dorset (Durotriges territory), England"
England_LIA_Durotrigian,50.75,-2.35,region,"Dorset (Durotriges territory), England"
England_LIA_East_Yorkshire,53.95,-0.45,district,"East Yorkshire, England"
England_LIA_Gallic_Warrior,50.79,-0.68,site,"North Bersted, West Sussex, England"
England_Late_Antiquity,52.40,-1.50,country,England
England_Late_Antiquity-Early_Medieval_Anglo-Saxon_Apple_Down,50.93,-0.83,site,"Apple Down, West Sussex, England"
England_Late_Antiquity-Early_Medieval_Anglo-Saxon_Dover_Buckland,51.14,1.30,site,"Buckland, Dover, Kent, England"
England_Late_Antiquity-Early_Medieval_Anglo-Saxon_Dover_Hill,51.10,1.17,site,"Dover Hill, Folkestone, Kent, England"
England_Late_Antiquity-Early_Medieval_Anglo-Saxon_Ely,52.40,0.26,site,"Ely, Cambridgeshire, England"
England_Late_Antiquity-Early_Medieval_Anglo-Saxon_Hatherdene_Close,52.19,0.16,site,"Hatherdene Close, Cherry Hinton, Cambridge, England"
England_Late_Antiquity-Early_Medieval_Anglo-Saxon_Lakenheath,52.41,0.53,site,"Lakenheath, Suffolk, England"
England_Late_Antiquity-Early_Medieval_Anglo-Saxon_Oakington,52.28,0.05,site,"Oakington, Cambridgeshire, England"
England_Late_Antiquity-Early_Medieval_Anglo-Saxon_West_Heslerton,54.15,-0.55,site,"West Heslerton, North Yorkshire, England"
England_Late_Antiquity-Early_Medieval_Slonk_Hill,50.85,-0.27,site,"Slonk Hill, Shoreham-by-Sea, West Sussex, England"
England_Late_Antiquity-Early_Medieval_Winterbourne_Kingston,50.80,-2.19,site,"Winterbourne Kingston, Dorset, England"
England_Late_Medieval-Early_Modern_Cambridgeshire_Augustinian_Friary,52.20,0.12,site,"Augustinian Friary, Cambridge, England"
England_Late_Medieval_Cambridgeshire_Bene't_Street,52.20,0.12,site,"Bene't Street, Cambridge, England"
England_Late_Medieval_Cambridgeshire_Hospital_of_St._John,52.20,0.12,site,"Hospital of St John, Cambridge, England"
England_Late_Modern_Cambridgeshire_Holy_Trinity_College,52.21,0.12,site,"Holy Trinity, Cambridge, England"
England_Late_Modern_Cambridgeshire_Providence_Calvinistic_Baptist_Chapel,52.21,0.13,site,"Providence Chapel, Cambridge, England"
England_MBA,52.40,-1.50,country,England
England_MIA,52.40,-1.50,country,England
England_MIA-LIA,52.40,-1.50,country,England
England_MIA-LIA_East_Yorkshire,53.95,-0.45,district,"East Yorkshire, England"
England_MIA_East_Yorkshire,53.95,-0.45,district,"East Yorkshire, England"
England_Mesolithic_Aveline's_Hole,51.32,-2.75,site,"Aveline's Hole, Burrington Combe, Somerset, England"
England_Mesolithic_Gough's_Cave_(Cheddar_Man),51.28,-2.77,site,"Gough's Cave, Cheddar, Somerset, England"
England_Mesolithic_Kendrick's_Cave,53.33,-3.83,site,"Kendrick's Cave, Llandudno, Wales"
England_Mesolithic_Kent's_Cavern,50.47,-3.50,site,"Kent's Cavern, Torquay, Devon, England"
England_N,52.40,-1.50,country,England
England_N_Hazleton_North,51.86,-1.90,site,"Hazleton North, Gloucestershire, England"
England_N_Megalithic,52.40,-1.50,country,England
England_N_Trumpington,52.17,0.11,site,"Trumpington, Cambridge, England"
England_Roman_Empire,52.40,-1.50,country,England
England_Roman_Empire-Late_Antiquity,52.40,-1.50,country,England
England_UP_Magdalenian_Gough's_Cave,51.28,-2.77,site,"Gough's Cave, Cheddar, Somerset, England"
Estonia_BA,58.60,25.00,country,Estonia
Estonia_Corded_Ware,58.60,25.00,country,Estonia
Estonia_EMN_Narva,58.60,25.00,country,Estonia
Estonia_Early_Medieval_Viking_Age_Saaremaa,58.45,22.55,district,"Saaremaa, Estonia"
Estonia_Early_Modern,58.60,25.00,country,Estonia
Estonia_High_Medieval,58.60,25.00,country,Estonia
Estonia_IA,58.60,25.00,country,Estonia
Estonia_Late_Medieval,58.60,25.00,country,Estonia
Estonia_MN_Comb_Ceramic,58.60,25.00,country,Estonia
Ethiopia_LSA_Mota_4500BP,6.42,37.05,site,"Mota cave, Gamo highlands, Ethiopia"
Faroes_Early_Medieval_Viking_Age,62.00,-6.80,country,Faroe Islands
Faroes_High_Medieval,62.00,-6.80,country,Faroe Islands
Finland_Early_Modern_Porvoo,60.39,25.66,site,"Porvoo, Finland"
Finland_IA_Levanluhta,62.95,21.90,site,"Levanluhta, Isokyro, Ostrobothnia, Finland"
Finland_Late_Medieval-Early_Modern_Turku,60.45,22.27,site,"Turku, Finland"
France_Bell_Beaker_Grand_Est,48.70,6.20,region,"Grand Est, France"
France_Bell_Beaker_Hauts-de-France,50.00,2.80,region,"Hauts-de-France, France"
France_Bell_Beaker_Ile-de-France,48.80,2.40,region,"Ile-de-France, France"
France_Bell_Beaker_Occitanie,43.70,2.50,region,"Occitanie, France"
France_Bell_Beaker_Provence,43.70,5.80,region,"Provence, France"
France_Bell_Beaker_Rhone-Alpes,45.40,5.00,region,"Rhone-Alpes, France"
France_EBA_Brittany,48.20,-2.90,region,"Brittany, France"
France_EBA_Grand_Est,48.70,6.20,region,"Grand Est, France"
France_EBA_Occitanie,43.70,2.50,region,"Occitanie, France"
France_EMBA_Occitanie,43.70,2.50,region,"Occitanie, France"
France_ENMN_Les_Breguieres,43.60,7.00,site,"Les Breguieres, Mougins, Alpes-Maritimes, France"
France_EN_Early_Cardial_Pendimoun,43.82,7.51,site,"Pendimoun, Castellar, Alpes-Maritimes, France"
France_EN_LBK_Grand_Est,48.70,6.20,region,"Grand Est, France"
France_EN_LBK_Hauts-de-France,50.00,2.80,region,"Hauts-de-France, France"
France_EN_Villeneuve-Saint-Germain_Ile-de-France,48.80,2.40,region,"Ile-de-France, France"
France_Early-High_Medieval_Chausse_Saint-Pierre,47.60,1.36,guess,"Chausse Saint-Pierre, central France"
France_Early_Medieval_Merovingian_Chemere,47.10,-1.90,site,"Chemere, Loire-Atlantique, France"
France_Early_Modern_Battle_of_Le_Mans_Vendeen_Soldier_French,48.00,0.20,site,"Le Mans, Sarthe, France"
France_Early_Modern_Lariey-Puy-Saint-Pierre,44.90,6.61,site,"Lariey, Puy-Saint-Pierre, Hautes-Alpes, France"
France_Early_Modern_Paris,48.86,2.35,site,"Paris, France"
